"","GAME_ID","SEASON","GAME_DATE","AWAY_TEAM","HOME_TEAM","AWAY_TREND","HOME_TREND","VIEWERS","DAY","TIME","BROADCAST","ATTENDANCE","OVERTIME"
"511",21600624,"2016-17",2017-01-17,"DAL","CHI",24,28,23052,"Tuesday","8:00 pm","LOCAL",21294,"NO"
"512",21600625,"2016-17",2017-01-17,"MIN","SAS",13,10,24168,"Tuesday","8:30 pm","LOCAL",18418,"NO"
"513",21600626,"2016-17",2017-01-17,"DEN","LAL",22,14,15236,"Tuesday","10:30 pm","NBATV",18412,"NO"
"514",21600627,"2016-17",2017-01-18,"TOR","PHI",44,26,21873,"Wednesday","7:00 pm","LOCAL",17223,"NO"
"515",21600629,"2016-17",2017-01-18,"POR","CHA",21,27,6870,"Wednesday","7:00 pm","LOCAL",15451,"NO"
"516",21600630,"2016-17",2017-01-18,"NYK","BOS",23,21,23562,"Wednesday","7:30 pm","LOCAL",18624,"NO"
"517",21600632,"2016-17",2017-01-18,"MIL","HOU",24,33,17294,"Wednesday","8:00 pm","ESPN",15782,"NO"
"518",21600633,"2016-17",2017-01-18,"ATL","DET",23,23,6239,"Wednesday","8:00 pm","LOCAL",15159,"NO"
"519",21600634,"2016-17",2017-01-18,"OKC","GSW",9,19,49122,"Wednesday","10:30 pm","ESPN",19596,"NO"
"520",21600635,"2016-17",2017-01-18,"IND","SAC",16,13,9391,"Wednesday","10:30 pm","LOCAL",17608,"NO"
"521",21600636,"2016-17",2017-01-19,"PHX","CLE",13,13,25723,"Thursday","7:00 pm","LOCAL",20562,"NO"
"522",21600637,"2016-17",2017-01-19,"DAL","MIA",25,23,13456,"Thursday","7:30 pm","LOCAL",19600,"NO"
"523",21600638,"2016-17",2017-01-19,"WAS","NYK",22,39,18371,"Thursday","8:00 pm","TNT",19812,"NO"
"524",21600640,"2016-17",2017-01-19,"MIN","LAC",12,22,18802,"Thursday","10:30 pm","TNT",19060,"NO"
"525",21600641,"2016-17",2017-01-20,"POR","PHI",25,31,30951,"Friday","7:00 pm","LOCAL",19476,"NO"
"526",21600642,"2016-17",2017-01-20,"TOR","CHA",26,28,12496,"Friday","7:00 pm","LOCAL",18378,"NO"
"527",21600644,"2016-17",2017-01-20,"SAC","MEM",12,18,6810,"Friday","8:00 pm","LOCAL",16991,"NO"
"528",21600645,"2016-17",2017-01-20,"BKN","NOP",31,4,7870,"Friday","8:00 pm","LOCAL",17004,"NO"
"529",21600646,"2016-17",2017-01-20,"GSW","HOU",17,29,53185,"Friday","8:00 pm","ESPN",18055,"NO"
"530",21600647,"2016-17",2017-01-20,"CHI","ATL",28,25,11852,"Friday","8:00 pm","LOCAL",16328,"NO"
"531",21600648,"2016-17",2017-01-20,"UTA","DAL",20,32,16126,"Friday","8:30 pm","LOCAL",19421,"OT"
"532",21600649,"2016-17",2017-01-20,"IND","LAL",17,13,16709,"Friday","10:30 pm","ESPN",18997,"NO"
"533",21600650,"2016-17",2017-01-21,"POR","BOS",48,26,27444,"Saturday","5:00 pm","LOCAL",18624,"OT"
"534",21600652,"2016-17",2017-01-21,"BKN","CHA",52,45,7219,"Saturday","7:00 pm","LOCAL",18583,"NO"
"535",21600654,"2016-17",2017-01-21,"PHX","NYK",12,24,19380,"Saturday","7:30 pm","LOCAL",19812,"NO"
"536",21600656,"2016-17",2017-01-21,"HOU","MEM",80,25,12146,"Saturday","8:00 pm","LOCAL",18119,"NO"
"537",21600657,"2016-17",2017-01-21,"SAS","CLE",17,12,55304,"Saturday","8:30 pm","ABC",20562,"OT"
"538",21600658,"2016-17",2017-01-21,"LAC","DEN",19,18,5297,"Saturday","9:00 pm","LOCAL",16056,"NO"
"539",21600659,"2016-17",2017-01-21,"IND","UTA",56,53,5663,"Saturday","9:00 pm","LOCAL",19911,"NO"
"540",21600660,"2016-17",2017-01-21,"SAC","CHI",16,42,14895,"Saturday","9:00 pm","LOCAL",21606,"NO"
"541",21600661,"2016-17",2017-01-22,"GSW","ORL",27,85,32543,"Sunday","12:00 pm","LOCAL",18846,"NO"
"542",21600662,"2016-17",2017-01-22,"LAL","DAL",20,34,17749,"Sunday","3:30 pm","LOCAL",19484,"NO"
"543",21600663,"2016-17",2017-01-22,"PHX","TOR",24,30,14993,"Sunday","6:00 pm","LOCAL",19800,"NO"
"544",21600664,"2016-17",2017-01-22,"DEN","MIN",26,15,16224,"Sunday","7:00 pm","LOCAL",12788,"NO"
"545",21600665,"2016-17",2017-01-23,"WAS","CHA",12,29,10787,"Monday","7:00 pm","LOCAL",15285,"NO"
"546",21600666,"2016-17",2017-01-23,"SAS","BKN",13,34,11031,"Monday","7:30 pm","LOCAL",16643,"NO"
"547",21600667,"2016-17",2017-01-23,"LAC","ATL",18,31,9263,"Monday","7:30 pm","LOCAL",12853,"NO"
"548",21600668,"2016-17",2017-01-23,"GSW","MIA",14,23,46626,"Monday","7:30 pm","LOCAL",19600,"NO"
"549",21600669,"2016-17",2017-01-23,"SAC","DET",12,30,5052,"Monday","7:30 pm","LOCAL",14017,"NO"
"550",21600671,"2016-17",2017-01-23,"CLE","NOP",10,5,27904,"Monday","8:00 pm","LOCAL",17758,"NO"
"551",21600672,"2016-17",2017-01-23,"NYK","IND",19,22,14649,"Monday","8:00 pm","TNT",16015,"NO"
"552",21600674,"2016-17",2017-01-24,"SAS","TOR",17,26,29043,"Tuesday","7:00 pm","NBATV",19800,"NO"
"553",21600675,"2016-17",2017-01-24,"LAC","PHI",22,24,14429,"Tuesday","7:00 pm","LOCAL",17591,"NO"
"554",21600677,"2016-17",2017-01-24,"CHI","ORL",27,30,10458,"Tuesday","7:00 pm","LOCAL",18846,"NO"
"555",21600678,"2016-17",2017-01-24,"UTA","DEN",63,19,9014,"Tuesday","9:00 pm","LOCAL",10867,"NO"
"556",21600679,"2016-17",2017-01-24,"MIN","PHX",15,15,20164,"Tuesday","9:00 pm","LOCAL",17241,"NO"
"557",21600680,"2016-17",2017-01-25,"SAC","CLE",12,11,40758,"Wednesday","7:00 pm","LOCAL",20562,"OT"
"558",21600682,"2016-17",2017-01-25,"MIA","BKN",29,29,9898,"Wednesday","7:30 pm","LOCAL",14929,"NO"
"559",21600683,"2016-17",2017-01-25,"ATL","CHI",23,33,11927,"Wednesday","8:00 pm","LOCAL",21445,"NO"
"560",21600684,"2016-17",2017-01-25,"PHI","MIL",58,26,16768,"Wednesday","8:00 pm","LOCAL",13663,"NO"
"561",21600685,"2016-17",2017-01-25,"TOR","MEM",43,16,11159,"Wednesday","8:00 pm","LOCAL",15904,"NO"
"562",21600686,"2016-17",2017-01-25,"OKC","NOP",5,6,11310,"Wednesday","8:00 pm","LOCAL",15277,"NO"
"563",21600687,"2016-17",2017-01-25,"GSW","CHA",12,34,29892,"Wednesday","8:00 pm","ESPN",19639,"NO"
"564",21600688,"2016-17",2017-01-25,"NYK","DAL",24,24,14459,"Wednesday","8:30 pm","LOCAL",19750,"NO"
"565",21600689,"2016-17",2017-01-25,"LAL","POR",12,20,12839,"Wednesday","10:30 pm","ESPN",19393,"NO"
"566",21600690,"2016-17",2017-01-26,"DAL","OKC",38,9,21570,"Thursday","8:00 pm","TNT",18203,"NO"
"567",21600691,"2016-17",2017-01-26,"IND","MIN",20,18,13279,"Thursday","8:00 pm","LOCAL",14862,"NO"
"568",21600694,"2016-17",2017-01-27,"HOU","PHI",17,37,24550,"Friday","8:00 pm","ESPN",20588,"NO"
"569",21600695,"2016-17",2017-01-27,"BKN","CLE",34,12,22613,"Friday","7:30 pm","LOCAL",20562,"NO"
"570",21600696,"2016-17",2017-01-27,"SAC","IND",14,32,17986,"Friday","7:00 pm","LOCAL",17522,"OT"
"571",21600697,"2016-17",2017-01-27,"ORL","BOS",21,25,8809,"Friday","7:30 pm","LOCAL",18624,"NO"
"572",21600698,"2016-17",2017-01-27,"MIL","TOR",26,25,11102,"Friday","7:30 pm","LOCAL",19800,"NO"
"573",21600699,"2016-17",2017-01-27,"CHA","NYK",32,31,18121,"Friday","7:30 pm","LOCAL",19812,"NO"
"574",21600702,"2016-17",2017-01-27,"WAS","ATL",13,34,5763,"Friday","8:00 pm","LOCAL",16968,"NO"
"575",21600705,"2016-17",2017-01-28,"DET","MIA",31,51,11601,"Saturday","7:30 pm","LOCAL",19600,"NO"
"576",21600708,"2016-17",2017-01-28,"MEM","UTA",28,27,9988,"Saturday","9:00 pm","LOCAL",19911,"NO"
"577",21600710,"2016-17",2017-01-28,"BKN","MIN",52,14,8067,"Saturday","9:00 pm","LOCAL",14798,"NO"
"578",21600712,"2016-17",2017-01-29,"OKC","CLE",17,24,40517,"Sunday","3:30 pm","ABC",20562,"NO"
"579",21600713,"2016-17",2017-01-29,"HOU","IND",23,25,14996,"Sunday","6:00 pm","LOCAL",17923,"NO"
"580",21600714,"2016-17",2017-01-29,"WAS","NOP",21,6,7491,"Sunday","6:00 pm","NBATV",16779,"NO"
"581",21600715,"2016-17",2017-01-29,"ORL","TOR",30,31,12914,"Sunday","6:00 pm","LOCAL",19800,"NO"
"582",21600716,"2016-17",2017-01-29,"PHI","CHI",29,34,15362,"Sunday","7:00 pm","LOCAL",21606,"NO"
"583",21600717,"2016-17",2017-01-29,"DAL","SAS",27,11,18170,"Sunday","7:00 pm","LOCAL",18418,"NO"
"584",21600719,"2016-17",2017-01-30,"BKN","MIA",34,24,9946,"Monday","7:30 pm","LOCAL",19600,"NO"
"585",21600721,"2016-17",2017-01-30,"DET","BOS",27,25,14450,"Monday","8:00 pm","TNT",18188,"NO"
"586",21600722,"2016-17",2017-01-30,"CLE","DAL",15,47,27001,"Monday","8:30 pm","LOCAL",20202,"NO"
"587",21600723,"2016-17",2017-01-30,"MEM","PHX",14,13,9213,"Monday","10:30 pm","TNT",16332,"NO"
"588",21600724,"2016-17",2017-01-31,"NYK","WAS",25,19,16789,"Tuesday","7:00 pm","LOCAL",16683,"NO"
"589",21600725,"2016-17",2017-01-31,"NOP","TOR",4,25,20487,"Tuesday","7:00 pm","LOCAL",19800,"OT"
"590",21600726,"2016-17",2017-01-31,"SAC","HOU",22,17,10859,"Tuesday","8:00 pm","LOCAL",15187,"NO"
"591",21600727,"2016-17",2017-01-31,"OKC","SAS",5,10,25386,"Tuesday","8:30 pm","NBATV",18418,"NO"
"592",21600728,"2016-17",2017-01-31,"CHA","POR",22,28,7923,"Tuesday","10:00 pm","LOCAL",19393,"NO"
"593",21600729,"2016-17",2017-01-31,"DEN","LAL",15,11,15440,"Tuesday","10:30 pm","LOCAL",18997,"NO"
"594",21600730,"2016-17",2017-02-01,"IND","ORL",15,28,7858,"Wednesday","7:00 pm","LOCAL",16662,"NO"
"595",21600732,"2016-17",2017-02-01,"TOR","BOS",42,30,23424,"Wednesday","7:30 pm","LOCAL",18624,"NO"
"596",21600733,"2016-17",2017-02-01,"NYK","BKN",33,32,13195,"Wednesday","7:30 pm","LOCAL",17732,"NO"
"597",21600736,"2016-17",2017-02-01,"PHI","DAL",24,37,9777,"Wednesday","8:30 pm","LOCAL",19263,"NO"
"598",21600737,"2016-17",2017-02-01,"MEM","DEN",11,30,3954,"Wednesday","9:00 pm","LOCAL",12020,"NO"
"599",21600738,"2016-17",2017-02-01,"MIL","UTA",19,21,6851,"Wednesday","9:00 pm","LOCAL",19694,"NO"
"600",21600739,"2016-17",2017-02-01,"LAC","PHX",19,15,9117,"Wednesday","9:00 pm","LOCAL",16191,"NO"
"601",21600740,"2016-17",2017-02-01,"CHI","OKC",25,11,16797,"Wednesday","9:30 pm","ESPN",18203,"NO"
"602",21600741,"2016-17",2017-02-01,"CHA","GSW",32,13,30412,"Wednesday","10:30 pm","LOCAL",19596,"NO"
"603",21600742,"2016-17",2017-02-02,"LAL","WAS",14,19,19342,"Thursday","7:00 pm","LOCAL",16473,"NO"
"604",21600744,"2016-17",2017-02-02,"PHI","SAS",33,9,18428,"Thursday","8:30 pm","LOCAL",18418,"NO"
"605",21600745,"2016-17",2017-02-02,"GSW","LAC",27,29,36634,"Thursday","10:30 pm","TNT",19385,"NO"
"606",21600746,"2016-17",2017-02-03,"TOR","ORL",23,30,14976,"Friday","7:00 pm","LOCAL",17141,"NO"
"607",21600747,"2016-17",2017-02-03,"IND","BKN",19,32,7137,"Friday","7:30 pm","LOCAL",14557,"NO"
"608",21600749,"2016-17",2017-02-03,"CHI","HOU",28,40,28610,"Friday","8:00 pm","LOCAL",18055,"OT"
"609",21600750,"2016-17",2017-02-03,"MEM","OKC",13,6,17918,"Friday","8:00 pm","LOCAL",18203,"NO"
"610",21600751,"2016-17",2017-02-03,"LAL","BOS",20,27,17065,"Friday","8:00 pm","ESPN",18624,"NO"
"611",21600753,"2016-17",2017-02-03,"PHX","SAC",14,13,11094,"Friday","10:30 pm","LOCAL",17608,"NO"
"612",21600754,"2016-17",2017-02-03,"DAL","POR",28,23,12838,"Friday","10:30 pm","ESPN",19393,"NO"
"613",21600756,"2016-17",2017-02-04,"ORL","ATL",42,32,7361,"Saturday","7:00 pm","LOCAL",16691,"NO"
"614",21600757,"2016-17",2017-02-04,"DET","IND",50,35,7563,"Saturday","7:00 pm","LOCAL",17660,"NO"
"615",21600758,"2016-17",2017-02-04,"PHI","MIA",23,35,13094,"Saturday","7:30 pm","LOCAL",19754,"NO"
"616",21600761,"2016-17",2017-02-04,"MIL","PHX",42,23,8639,"Saturday","9:00 pm","LOCAL",17192,"NO"
"617",21600762,"2016-17",2017-02-04,"DEN","SAS",27,14,11562,"Saturday","9:00 pm","LOCAL",18418,"NO"
"618",21600763,"2016-17",2017-02-04,"MEM","MIN",25,20,8816,"Saturday","9:00 pm","LOCAL",15081,"NO"
"619",21600764,"2016-17",2017-02-04,"GSW","SAC",16,28,44274,"Saturday","10:30 pm","LOCAL",17608,"OT"
"620",21600765,"2016-17",2017-02-05,"TOR","BKN",41,45,11827,"Sunday","12:00 pm","LOCAL",14245,"NO"
"621",21600766,"2016-17",2017-02-05,"LAC","BOS",43,53,26583,"Sunday","2:00 pm","ABC",18624,"NO"
"622",21600768,"2016-17",2017-02-06,"LAL","NYK",13,21,17419,"Monday","7:00 pm","LOCAL",19812,"NO"
"623",21600769,"2016-17",2017-02-06,"CLE","WAS",11,24,50602,"Monday","7:00 pm","TNT",20356,"OT"
"624",21600770,"2016-17",2017-02-06,"OKC","IND",6,21,15037,"Monday","7:00 pm","LOCAL",16123,"NO"
"625",21600771,"2016-17",2017-02-06,"LAC","TOR",21,25,9900,"Monday","7:30 pm","LOCAL",19800,"NO"
"626",21600772,"2016-17",2017-02-06,"UTA","ATL",25,40,5477,"Monday","7:30 pm","LOCAL",13126,"NO"
"627",21600774,"2016-17",2017-02-06,"PHX","NOP",11,5,8205,"Monday","8:00 pm","LOCAL",15888,"NO"
"628",21600775,"2016-17",2017-02-06,"MIA","MIN",27,11,11477,"Monday","8:00 pm","LOCAL",12502,"NO"
"629",21600776,"2016-17",2017-02-06,"DAL","DEN",25,15,5923,"Monday","9:00 pm","LOCAL",13047,"NO"
"630",21600777,"2016-17",2017-02-06,"SAS","MEM",8,15,15011,"Monday","9:30 pm","TNT",16708,"NO"
"631",21600779,"2016-17",2017-02-07,"BKN","CHA",39,27,11001,"Tuesday","7:00 pm","LOCAL",15322,"NO"
"632",21600780,"2016-17",2017-02-07,"ORL","HOU",26,18,12319,"Tuesday","8:00 pm","NBATV",15514,"NO"
"633",21600781,"2016-17",2017-02-07,"POR","DAL",26,47,18419,"Tuesday","8:30 pm","LOCAL",19326,"NO"
"634",21600782,"2016-17",2017-02-08,"SAS","PHI",7,25,14124,"Wednesday","7:00 pm","LOCAL",19233,"NO"
"635",21600783,"2016-17",2017-02-08,"CLE","IND",12,32,24548,"Wednesday","7:00 pm","LOCAL",17580,"NO"
"636",21600785,"2016-17",2017-02-08,"DEN","ATL",14,22,5419,"Wednesday","7:30 pm","LOCAL",14222,"NO"
"637",21600786,"2016-17",2017-02-08,"LAL","DET",13,35,6975,"Wednesday","7:30 pm","LOCAL",15121,"NO"
"638",21600787,"2016-17",2017-02-08,"MIA","MIL",29,26,8281,"Wednesday","8:00 pm","LOCAL",14211,"NO"
"639",21600788,"2016-17",2017-02-08,"PHX","MEM",12,15,3356,"Wednesday","8:00 pm","LOCAL",16044,"NO"
"640",21600789,"2016-17",2017-02-08,"UTA","NOP",21,4,3898,"Wednesday","8:00 pm","LOCAL",14508,"NO"
"641",21600790,"2016-17",2017-02-08,"TOR","MIN",19,14,10915,"Wednesday","8:00 pm","LOCAL",13832,"NO"
"642",21600792,"2016-17",2017-02-08,"CHI","GSW",29,14,24105,"Wednesday","10:30 pm","ESPN",19596,"NO"
"643",21600794,"2016-17",2017-02-09,"HOU","CHA",21,34,13797,"Thursday","7:00 pm","LOCAL",16270,"NO"
"644",21600795,"2016-17",2017-02-09,"PHI","ORL",31,27,16605,"Thursday","7:00 pm","LOCAL",17829,"NO"
"645",21600798,"2016-17",2017-02-09,"BOS","POR",36,23,16537,"Thursday","10:30 pm","TNT",19393,"NO"
"646",21600799,"2016-17",2017-02-10,"MIA","BKN",39,34,12115,"Friday","7:30 pm","LOCAL",15382,"NO"
"647",21600800,"2016-17",2017-02-10,"DEN","NYK",15,38,15551,"Friday","7:30 pm","LOCAL",19812,"NO"
"648",21600801,"2016-17",2017-02-10,"SAS","DET",8,40,11719,"Friday","7:30 pm","LOCAL",17222,"NO"
"649",21600803,"2016-17",2017-02-10,"GSW","MEM",15,22,31621,"Friday","8:00 pm","LOCAL",18119,"NO"
"650",21600804,"2016-17",2017-02-10,"NOP","MIN",4,11,7659,"Friday","8:00 pm","LOCAL",16093,"NO"
"651",21600805,"2016-17",2017-02-10,"IND","WAS",24,22,9483,"Friday","8:00 pm","ESPN",19503,"NO"
"652",21600806,"2016-17",2017-02-10,"ATL","SAC",17,14,12505,"Friday","10:30 pm","LOCAL",17608,"NO"
"653",21600807,"2016-17",2017-02-10,"CHI","PHX",25,15,10508,"Friday","10:30 pm","ESPN",18055,"NO"
"654",21600808,"2016-17",2017-02-11,"LAC","CHA",23,44,19022,"Saturday","5:00 pm","LOCAL",19483,"NO"
"655",21600809,"2016-17",2017-02-11,"MIL","IND",44,45,13365,"Saturday","7:00 pm","LOCAL",17923,"NO"
"656",21600810,"2016-17",2017-02-11,"MIA","PHI",78,25,16035,"Saturday","7:30 pm","LOCAL",20698,"NO"
"657",21600812,"2016-17",2017-02-11,"PHX","HOU",33,18,9540,"Saturday","9:00 pm","LOCAL",18055,"NO"
"658",21600813,"2016-17",2017-02-11,"GSW","OKC",36,23,59381,"Saturday","8:30 pm","ABC",18203,"NO"
"659",21600814,"2016-17",2017-02-11,"ORL","DAL",27,33,5340,"Saturday","9:00 pm","LOCAL",20052,"NO"
"660",21600815,"2016-17",2017-02-11,"BOS","UTA",26,27,13700,"Saturday","10:00 pm","LOCAL",19911,"NO"
"661",21600817,"2016-17",2017-02-12,"SAS","NYK",21,56,32315,"Sunday","3:30 pm","ABC",19812,"NO"
"662",21600818,"2016-17",2017-02-12,"DET","TOR",43,30,18546,"Sunday","6:00 pm","NBATV",19800,"NO"
"663",21600819,"2016-17",2017-02-12,"NOP","SAC",6,14,10158,"Sunday","9:00 pm","NBATV",17608,"NO"
"664",21600820,"2016-17",2017-02-13,"OKC","WAS",12,20,12041,"Monday","8:00 pm","TNT",20356,"NO"
"665",21600821,"2016-17",2017-02-13,"PHI","CHA",30,34,9719,"Monday","7:00 pm","LOCAL",15775,"NO"
"666",21600823,"2016-17",2017-02-13,"ORL","MIA",23,27,7155,"Monday","7:30 pm","LOCAL",19600,"NO"
"667",21600824,"2016-17",2017-02-13,"DET","MIL",47,23,4974,"Monday","8:00 pm","LOCAL",13397,"NO"
"668",21600825,"2016-17",2017-02-13,"SAS","IND",12,21,16753,"Monday","7:00 pm","LOCAL",15203,"NO"
"669",21600826,"2016-17",2017-02-13,"BOS","DAL",25,28,10662,"Monday","8:30 pm","LOCAL",20159,"NO"
"670",21600827,"2016-17",2017-02-13,"GSW","DEN",15,31,27014,"Monday","9:00 pm","LOCAL",19941,"NO"
"671",21600828,"2016-17",2017-02-13,"LAC","UTA",16,27,5341,"Monday","9:00 pm","LOCAL",19521,"NO"
"672",21600830,"2016-17",2017-02-13,"ATL","POR",18,35,12381,"Monday","10:30 pm","TNT",19475,"OT"
"673",21600832,"2016-17",2017-02-14,"CLE","MIN",13,19,26596,"Tuesday","8:00 pm","NBATV",17738,"NO"
"674",21600833,"2016-17",2017-02-14,"SAC","LAL",13,16,16627,"Tuesday","10:30 pm","NBATV",19997,"NO"
"675",21600834,"2016-17",2017-02-15,"SAS","ORL",9,46,9335,"Wednesday","7:00 pm","LOCAL",17101,"NO"
"676",21600836,"2016-17",2017-02-15,"PHI","BOS",26,30,13893,"Wednesday","7:30 pm","LOCAL",18624,"NO"
"677",21600837,"2016-17",2017-02-15,"CHA","TOR",21,71,8839,"Wednesday","7:30 pm","LOCAL",19800,"NO"
"678",21600838,"2016-17",2017-02-15,"MIL","BKN",23,32,7882,"Wednesday","7:30 pm","LOCAL",16182,"NO"
"679",21600839,"2016-17",2017-02-15,"DAL","DET",25,35,3689,"Wednesday","7:30 pm","LOCAL",13549,"NO"
"680",21600840,"2016-17",2017-02-15,"NOP","MEM",4,12,6593,"Wednesday","8:00 pm","LOCAL",16145,"NO"
"681",21600841,"2016-17",2017-02-15,"MIA","HOU",24,17,10389,"Wednesday","8:00 pm","LOCAL",16967,"NO"
"682",21600842,"2016-17",2017-02-15,"MIN","DEN",38,34,7327,"Wednesday","9:00 pm","LOCAL",13924,"NO"
"683",21600843,"2016-17",2017-02-15,"POR","UTA",27,18,5080,"Wednesday","9:00 pm","LOCAL",19590,"NO"
"684",21600844,"2016-17",2017-02-15,"LAL","PHX",22,16,5228,"Wednesday","9:00 pm","LOCAL",18055,"NO"
"685",21600845,"2016-17",2017-02-15,"NYK","OKC",24,6,17700,"Wednesday","9:30 pm","ESPN",18203,"NO"
"686",21600846,"2016-17",2017-02-15,"ATL","LAC",21,17,7214,"Wednesday","10:30 pm","LOCAL",19060,"NO"
"687",21600847,"2016-17",2017-02-15,"SAC","GSW",34,13,23204,"Wednesday","10:30 pm","LOCAL",19596,"NO"
"688",21600848,"2016-17",2017-02-16,"WAS","IND",24,55,13155,"Thursday","7:00 pm","LOCAL",17233,"NO"
"689",21600849,"2016-17",2017-02-16,"BOS","CHI",45,29,25069,"Thursday","8:00 pm","TNT",21866,"NO"
"690",21600850,"2016-17",2017-02-23,"POR","ORL",32,46,16203,"Thursday","7:00 pm","LOCAL",17487,"NO"
"691",21600851,"2016-17",2017-02-23,"CHA","DET",27,65,12211,"Thursday","7:30 pm","LOCAL",14913,"OT"
"692",21600852,"2016-17",2017-02-23,"HOU","NOP",38,28,37168,"Thursday","8:00 pm","LOCAL",18470,"NO"
"693",21600854,"2016-17",2017-02-23,"LAC","GSW",21,10,34378,"Thursday","10:30 pm","TNT",19596,"NO"
"694",21600855,"2016-17",2017-02-23,"DEN","SAC",32,26,9588,"Thursday","10:30 pm","LOCAL",17608,"NO"
"695",21600857,"2016-17",2017-02-24,"MEM","IND",15,29,8724,"Friday","7:00 pm","LOCAL",17923,"NO"
"696",21600858,"2016-17",2017-02-24,"BOS","TOR",38,46,24230,"Friday","8:00 pm","ESPN",19800,"NO"
"697",21600861,"2016-17",2017-02-24,"LAL","OKC",27,12,17413,"Friday","8:00 pm","LOCAL",18203,"NO"
"698",21600862,"2016-17",2017-02-24,"DAL","MIN",52,16,7685,"Friday","8:00 pm","LOCAL",15948,"NO"
"699",21600863,"2016-17",2017-02-24,"MIA","ATL",28,36,5107,"Friday","8:00 pm","LOCAL",18122,"NO"
"700",21600865,"2016-17",2017-02-24,"SAS","LAC",10,77,21157,"Friday","10:30 pm","ESPN",19060,"NO"
"701",21600867,"2016-17",2017-02-25,"ATL","ORL",38,29,10160,"Saturday","7:00 pm","LOCAL",18498,"NO"
"702",21600868,"2016-17",2017-02-25,"PHI","NYK",40,22,23020,"Saturday","7:30 pm","LOCAL",19812,"NO"
"703",21600869,"2016-17",2017-02-25,"IND","MIA",34,41,9402,"Saturday","8:00 pm","LOCAL",19600,"NO"
"704",21600870,"2016-17",2017-02-25,"NOP","DAL",14,49,18669,"Saturday","8:30 pm","LOCAL",20411,"NO"
"705",21600871,"2016-17",2017-02-25,"CHI","CLE",58,18,26299,"Saturday","8:30 pm","ABC",20562,"NO"
"706",21600872,"2016-17",2017-02-25,"MIN","HOU",21,25,14321,"Saturday","9:00 pm","LOCAL",18055,"NO"
"707",21600873,"2016-17",2017-02-25,"BKN","GSW",47,15,24948,"Saturday","10:30 pm","LOCAL",19596,"NO"
"708",21600874,"2016-17",2017-02-26,"SAS","LAL",18,23,18260,"Sunday","3:30 pm","LOCAL",18997,"NO"
"709",21600875,"2016-17",2017-02-26,"PHX","MIL",21,39,14179,"Sunday","3:30 pm","NBATV",16051,"NO"
"710",21600876,"2016-17",2017-02-26,"MEM","DEN",18,20,8559,"Sunday","5:00 pm","LOCAL",18024,"NO"
"711",21600877,"2016-17",2017-02-26,"UTA","WAS",31,24,11508,"Sunday","5:00 pm","LOCAL",19648,"NO"
"712",21600879,"2016-17",2017-02-26,"BOS","DET",28,53,13537,"Sunday","6:00 pm","LOCAL",20141,"NO"
"713",21600880,"2016-17",2017-02-26,"NOP","OKC",19,7,27006,"Sunday","7:00 pm","NBATV",18203,"NO"
"714",21600881,"2016-17",2017-02-26,"CHA","LAC",28,21,16621,"Sunday","9:30 pm","NBATV",19060,"OT"
"715",21600882,"2016-17",2017-02-27,"TOR","NYK",62,27,18882,"Monday","7:00 pm","LOCAL",19812,"NO"
"716",21600884,"2016-17",2017-02-27,"MIL","CLE",33,17,21220,"Monday","7:00 pm","TNT",20562,"NO"
"717",21600885,"2016-17",2017-02-27,"ATL","BOS",25,35,12354,"Monday","7:30 pm","LOCAL",18624,"NO"
"718",21600886,"2016-17",2017-02-27,"IND","HOU",21,25,13058,"Monday","9:30 pm","TNT",18055,"NO"
"719",21600887,"2016-17",2017-02-27,"MIA","DAL",29,38,10544,"Monday","8:30 pm","LOCAL",19539,"NO"
"720",21600888,"2016-17",2017-02-27,"MIN","SAC",11,16,6842,"Monday","10:30 pm","LOCAL",17608,"NO"
"721",21600889,"2016-17",2017-02-28,"GSW","WAS",23,23,42982,"Tuesday","7:00 pm","NBATV",20356,"NO"
"722",21600891,"2016-17",2017-02-28,"DEN","CHI",13,28,9949,"Tuesday","8:00 pm","LOCAL",21015,"NO"
"723",21600892,"2016-17",2017-02-28,"PHX","MEM",13,13,6750,"Tuesday","8:00 pm","LOCAL",15871,"NO"
"724",21600893,"2016-17",2017-02-28,"UTA","OKC",31,7,19062,"Tuesday","8:00 pm","LOCAL",18203,"NO"
"725",21600894,"2016-17",2017-02-28,"CHA","LAL",21,16,15020,"Tuesday","10:30 pm","NBATV",18997,"NO"
"726",21600895,"2016-17",2017-03-01,"NYK","ORL",19,30,13076,"Wednesday","7:00 pm","LOCAL",16005,"NO"
"727",21600896,"2016-17",2017-03-01,"WAS","TOR",68,33,10693,"Wednesday","7:30 pm","LOCAL",19800,"NO"
"728",21600897,"2016-17",2017-03-01,"DAL","ATL",32,27,7525,"Wednesday","7:30 pm","LOCAL",12483,"NO"
"729",21600898,"2016-17",2017-03-01,"PHI","MIA",21,24,6007,"Wednesday","7:30 pm","LOCAL",19609,"NO"
"730",21600900,"2016-17",2017-03-01,"DET","NOP",46,7,6458,"Wednesday","8:00 pm","LOCAL",14406,"NO"
"731",21600901,"2016-17",2017-03-01,"CLE","BOS",18,26,36357,"Wednesday","8:00 pm","ESPN",18624,"NO"
"732",21600902,"2016-17",2017-03-01,"IND","SAS",19,10,20725,"Wednesday","8:30 pm","LOCAL",18418,"NO"
