;Game_ID;Season;Game Date;Away Team;Home Team;Trend Away;Trend Home;Rounded.Viewers
424;21600518;2016-17;2017-01-02;WAS;HOU;11;26;10859
425;21600519;2016-17;2017-01-02;PHX;LAC;36;26;8082
426;21600520;2016-17;2017-01-02;DEN;GSW;24;13;21951
427;21600522;2016-17;2017-01-03;UTA;BOS;15;9;11887
428;21600523;2016-17;2017-01-03;IND;DET;17;19;7213
429;21600524;2016-17;2017-01-03;WAS;DAL;11;47;6280
430;21600525;2016-17;2017-01-03;TOR;SAS;23;13;13106
431;21600526;2016-17;2017-01-03;SAC;DEN;40;24;5507
432;21600527;2016-17;2017-01-03;MIA;PHX;35;36;4519
433;21600528;2016-17;2017-01-03;MEM;LAL;32;30;12979
434;21600529;2016-17;2017-01-04;OKC;CHA;31;80;14307
435;21600530;2016-17;2017-01-04;ATL;ORL;48;58;4347
436;21600531;2016-17;2017-01-04;MIL;NYK;40;69;20377
437;21600532;2016-17;2017-01-04;CHI;CLE;38;11;20074
438;21600533;2016-17;2017-01-04;MEM;LAC;32;26;6437
439;21600534;2016-17;2017-01-04;POR;GSW;23;13;19689
440;21600536;2016-17;2017-01-05;BKN;IND;49;17;6150
441;21600537;2016-17;2017-01-05;UTA;TOR;15;23;9235
442;21600538;2016-17;2017-01-05;CHA;DET;80;19;7023
443;21600540;2016-17;2017-01-05;OKC;HOU;31;26;26059
444;21600542;2016-17;2017-01-05;LAL;POR;30;23;10563
445;21600543;2016-17;2017-01-05;SAS;DEN;13;24;6463
446;21600544;2016-17;2017-01-06;MIN;WAS;19;11;13273
447;21600545;2016-17;2017-01-06;HOU;ORL;26;58;16296
448;21600546;2016-17;2017-01-06;PHI;BOS;23;9;18680
449;21600547;2016-17;2017-01-06;CLE;BKN;11;49;24573
450;21600548;2016-17;2017-01-06;NYK;MIL;69;40;27051
451;21600549;2016-17;2017-01-06;MIA;LAL;35;30;18315
452;21600550;2016-17;2017-01-06;MEM;GSW;32;13;44040
453;21600551;2016-17;2017-01-06;LAC;SAC;26;40;11385
454;21600553;2016-17;2017-01-07;NOP;BOS;13;9;13719
455;21600554;2016-17;2017-01-07;TOR;CHI;23;38;29158
456;21600555;2016-17;2017-01-07;DEN;OKC;24;31;17459
457;21600556;2016-17;2017-01-07;UTA;MIN;15;19;14727
458;21600557;2016-17;2017-01-07;ATL;DAL;48;47;8134
459;21600558;2016-17;2017-01-07;CHA;SAS;80;13;12815
460;21600559;2016-17;2017-01-08;DET;POR;27;33;17354
461;21600560;2016-17;2017-01-08;PHI;BKN;33;46;15482
462;21600561;2016-17;2017-01-08;MIA;LAC;33;24;14475
463;21600562;2016-17;2017-01-08;WAS;MIL;14;27;17491
464;21600563;2016-17;2017-01-08;HOU;TOR;23;25;26191
465;21600565;2016-17;2017-01-08;CLE;PHX;12;41;26980
466;21600566;2016-17;2017-01-08;GSW;SAC;12;51;31344
467;21600567;2016-17;2017-01-08;ORL;LAL;52;27;12844
468;21600568;2016-17;2017-01-09;NOP;NYK;12;72;20937
469;21600569;2016-17;2017-01-09;OKC;CHI;27;37;24980
470;21600570;2016-17;2017-01-09;DAL;MIN;45;20;15614
471;21600571;2016-17;2017-01-10;CHI;WAS;37;14;23240
472;21600572;2016-17;2017-01-10;BOS;TOR;11;25;20104
473;21600573;2016-17;2017-01-10;ATL;BKN;47;46;6802
474;21600574;2016-17;2017-01-10;CHA;HOU;57;23;18094
475;21600575;2016-17;2017-01-10;MIL;SAS;27;13;25773
476;21600576;2016-17;2017-01-10;CLE;UTA;12;21;32122
477;21600577;2016-17;2017-01-10;POR;LAL;33;27;13288
478;21600578;2016-17;2017-01-10;MIA;GSW;33;12;29024
479;21600579;2016-17;2017-01-10;DET;SAC;27;51;7928
480;21600580;2016-17;2017-01-11;NYK;PHI;72;33;31674
481;21600582;2016-17;2017-01-11;HOU;MIN;23;20;19790
482;21600583;2016-17;2017-01-11;WAS;BOS;14;11;12743
483;21600584;2016-17;2017-01-11;ORL;LAC;52;24;11320
484;21600587;2016-17;2017-01-12;CHI;NYK;37;72;28760
485;21600588;2016-17;2017-01-12;LAL;SAS;27;13;19917
486;21600589;2016-17;2017-01-12;IND;DEN;15;19;16412
487;21600590;2016-17;2017-01-12;DET;GSW;27;12;33819
488;21600592;2016-17;2017-01-13;BKN;TOR;46;25;12701
489;21600595;2016-17;2017-01-13;MEM;HOU;28;23;21550
490;21600596;2016-17;2017-01-13;OKC;MIN;27;20;21943
491;21600597;2016-17;2017-01-13;BOS;ATL;11;47;18851
492;21600598;2016-17;2017-01-13;ORL;POR;52;33;10438
493;21600599;2016-17;2017-01-13;CLE;SAC;12;51;25402
494;21600601;2016-17;2017-01-14;LAL;LAC;27;24;21440
495;21600602;2016-17;2017-01-14;NOP;CHI;12;37;20597
496;21600604;2016-17;2017-01-14;ORL;UTA;52;21;13190
497;21600605;2016-17;2017-01-14;SAS;PHX;13;41;24841
498;21600606;2016-17;2017-01-15;NYK;TOR;70;21;20779
499;21600608;2016-17;2017-01-15;MIN;DAL;19;57;17629
500;21600609;2016-17;2017-01-15;HOU;BKN;24;45;16884
501;21600612;2016-17;2017-01-15;DET;LAL;21;25;13972
502;21600613;2016-17;2017-01-16;ATL;NYK;42;70;28573
503;21600614;2016-17;2017-01-16;POR;WAS;48;17;12288
504;21600615;2016-17;2017-01-16;PHI;MIL;48;25;20415
505;21600616;2016-17;2017-01-16;NOP;IND;11;18;14409
506;21600617;2016-17;2017-01-16;ORL;DEN;54;26;10163
507;21600619;2016-17;2017-01-16;CLE;GSW;15;22;67876
508;21600620;2016-17;2017-01-16;UTA;PHX;16;39;11823
509;21600621;2016-17;2017-01-16;OKC;LAC;45;30;21838
510;21600622;2016-17;2017-01-17;TOR;BKN;21;45;11563
511;21600624;2016-17;2017-01-17;DAL;CHI;57;30;23052
512;21600625;2016-17;2017-01-17;MIN;SAS;19;12;24168
513;21600626;2016-17;2017-01-17;DEN;LAL;26;25;15236
514;21600627;2016-17;2017-01-18;TOR;PHI;21;48;21873
515;21600629;2016-17;2017-01-18;POR;CHA;48;65;6870
516;21600630;2016-17;2017-01-18;NYK;BOS;70;9;23562
517;21600632;2016-17;2017-01-18;MIL;HOU;25;24;17294
518;21600633;2016-17;2017-01-18;ATL;DET;42;21;6239
519;21600634;2016-17;2017-01-18;OKC;GSW;45;22;49122
520;21600635;2016-17;2017-01-18;IND;SAC;18;36;9391
521;21600636;2016-17;2017-01-19;PHX;CLE;39;15;25723
522;21600637;2016-17;2017-01-19;DAL;MIA;57;34;13456
523;21600638;2016-17;2017-01-19;WAS;NYK;17;70;18371
524;21600640;2016-17;2017-01-19;MIN;LAC;19;30;18802
525;21600641;2016-17;2017-01-20;POR;PHI;48;48;30951
526;21600642;2016-17;2017-01-20;TOR;CHA;21;65;12496
527;21600644;2016-17;2017-01-20;SAC;MEM;36;25;6810
528;21600645;2016-17;2017-01-20;BKN;NOP;45;11;7870
529;21600646;2016-17;2017-01-20;GSW;HOU;22;24;53185
530;21600647;2016-17;2017-01-20;CHI;ATL;30;42;11852
531;21600648;2016-17;2017-01-20;UTA;DAL;16;57;16126
532;21600649;2016-17;2017-01-20;IND;LAL;18;25;16709
533;21600650;2016-17;2017-01-21;POR;BOS;48;9;27444
534;21600652;2016-17;2017-01-21;BKN;CHA;45;65;7219
535;21600654;2016-17;2017-01-21;PHX;NYK;39;70;19380
536;21600656;2016-17;2017-01-21;HOU;MEM;24;25;12146
537;21600657;2016-17;2017-01-21;SAS;CLE;12;15;55304
538;21600658;2016-17;2017-01-21;LAC;DEN;30;26;5297
539;21600659;2016-17;2017-01-21;IND;UTA;18;16;5663
540;21600660;2016-17;2017-01-21;SAC;CHI;36;30;14895
541;21600661;2016-17;2017-01-22;GSW;ORL;13;63;32543
542;21600662;2016-17;2017-01-22;LAL;DAL;25;60;17749
543;21600663;2016-17;2017-01-22;PHX;TOR;39;21;14993
544;21600664;2016-17;2017-01-22;DEN;MIN;29;22;16224
545;21600665;2016-17;2017-01-23;WAS;CHA;18;95;10787
546;21600666;2016-17;2017-01-23;SAS;BKN;20;50;11031
547;21600667;2016-17;2017-01-23;LAC;ATL;30;42;9263
548;21600668;2016-17;2017-01-23;GSW;MIA;13;57;46626
549;21600669;2016-17;2017-01-23;SAC;DET;42;18;5052
550;21600671;2016-17;2017-01-23;CLE;NOP;12;17;27904
551;21600672;2016-17;2017-01-23;NYK;IND;71;20;14649
552;21600674;2016-17;2017-01-24;SAS;TOR;20;21;29043
553;21600675;2016-17;2017-01-24;LAC;PHI;30;52;14429
554;21600677;2016-17;2017-01-24;CHI;ORL;37;63;10458
555;21600678;2016-17;2017-01-24;UTA;DEN;22;29;9014
556;21600679;2016-17;2017-01-24;MIN;PHX;22;39;20164
557;21600680;2016-17;2017-01-25;SAC;CLE;42;12;40758
558;21600682;2016-17;2017-01-25;MIA;BKN;57;50;9898
559;21600683;2016-17;2017-01-25;ATL;CHI;42;37;11927
560;21600684;2016-17;2017-01-25;PHI;MIL;52;22;16768
561;21600685;2016-17;2017-01-25;TOR;MEM;21;19;11159
562;21600686;2016-17;2017-01-25;OKC;NOP;24;17;11310
563;21600687;2016-17;2017-01-25;GSW;CHA;13;95;29892
564;21600688;2016-17;2017-01-25;NYK;DAL;71;60;14459
565;21600689;2016-17;2017-01-25;LAL;POR;25;52;12839
566;21600690;2016-17;2017-01-26;DAL;OKC;60;24;21570
567;21600691;2016-17;2017-01-26;IND;MIN;20;22;13279
568;21600694;2016-17;2017-01-27;HOU;PHI;18;52;24550
569;21600695;2016-17;2017-01-27;BKN;CLE;50;12;22613
570;21600696;2016-17;2017-01-27;SAC;IND;42;20;17986
571;21600697;2016-17;2017-01-27;ORL;BOS;63;11;8809
572;21600698;2016-17;2017-01-27;MIL;TOR;22;21;11102
573;21600699;2016-17;2017-01-27;CHA;NYK;95;71;18121
574;21600702;2016-17;2017-01-27;WAS;ATL;18;42;5763
575;21600705;2016-17;2017-01-28;DET;MIA;18;57;11601
576;21600708;2016-17;2017-01-28;MEM;UTA;19;22;9988
577;21600710;2016-17;2017-01-28;BKN;MIN;50;22;8067
578;21600712;2016-17;2017-01-29;OKC;CLE;32;10;40517
579;21600713;2016-17;2017-01-29;HOU;IND;17;17;14996
580;21600714;2016-17;2017-01-29;WAS;NOP;19;9;7491
581;21600715;2016-17;2017-01-29;ORL;TOR;52;24;12914
582;21600716;2016-17;2017-01-29;PHI;CHI;37;32;15362
583;21600717;2016-17;2017-01-29;DAL;SAS;94;13;18170
584;21600719;2016-17;2017-01-30;BKN;MIA;45;54;9946
585;21600721;2016-17;2017-01-30;DET;BOS;21;14;14450
586;21600722;2016-17;2017-01-30;CLE;DAL;10;94;27001
587;21600723;2016-17;2017-01-30;MEM;PHX;19;47;9213
588;21600724;2016-17;2017-01-31;NYK;WAS;72;19;16789
589;21600725;2016-17;2017-01-31;NOP;TOR;9;24;20487
590;21600726;2016-17;2017-01-31;SAC;HOU;38;17;10859
591;21600727;2016-17;2017-01-31;OKC;SAS;32;13;25386
592;21600728;2016-17;2017-01-31;CHA;POR;71;37;7923
593;21600729;2016-17;2017-01-31;DEN;LAL;29;24;15440
594;21600730;2016-17;2017-02-01;IND;ORL;17;52;7858
595;21600732;2016-17;2017-02-01;TOR;BOS;24;14;23424
596;21600733;2016-17;2017-02-01;NYK;BKN;72;45;13195
597;21600736;2016-17;2017-02-01;PHI;DAL;37;94;9777
598;21600737;2016-17;2017-02-01;MEM;DEN;19;29;3954
599;21600738;2016-17;2017-02-01;MIL;UTA;21;11;6851
600;21600739;2016-17;2017-02-01;LAC;PHX;45;47;9117
601;21600740;2016-17;2017-02-01;CHI;OKC;32;32;16797
602;21600741;2016-17;2017-02-01;CHA;GSW;71;16;30412
603;21600742;2016-17;2017-02-02;LAL;WAS;24;19;19342
604;21600744;2016-17;2017-02-02;PHI;SAS;37;13;18428
605;21600745;2016-17;2017-02-02;GSW;LAC;16;45;36634
606;21600746;2016-17;2017-02-03;TOR;ORL;24;52;14976
607;21600747;2016-17;2017-02-03;IND;BKN;17;45;7137
608;21600749;2016-17;2017-02-03;CHI;HOU;32;17;28610
609;21600750;2016-17;2017-02-03;MEM;OKC;19;32;17918
610;21600751;2016-17;2017-02-03;LAL;BOS;24;14;17065
611;21600753;2016-17;2017-02-03;PHX;SAC;47;38;11094
612;21600754;2016-17;2017-02-03;DAL;POR;94;37;12838
613;21600756;2016-17;2017-02-04;ORL;ATL;52;49;7361
614;21600757;2016-17;2017-02-04;DET;IND;21;17;7563
615;21600758;2016-17;2017-02-04;PHI;MIA;37;54;13094
616;21600761;2016-17;2017-02-04;MIL;PHX;21;47;8639
617;21600762;2016-17;2017-02-04;DEN;SAS;29;13;11562
618;21600763;2016-17;2017-02-04;MEM;MIN;19;24;8816
619;21600764;2016-17;2017-02-04;GSW;SAC;16;38;44274
620;21600765;2016-17;2017-02-05;TOR;BKN;17;49;11827
621;21600766;2016-17;2017-02-05;LAC;BOS;28;13;26583
622;21600768;2016-17;2017-02-06;LAL;NYK;23;91;17419
623;21600769;2016-17;2017-02-06;CLE;WAS;13;34;50602
624;21600770;2016-17;2017-02-06;OKC;IND;43;26;15037
625;21600771;2016-17;2017-02-06;LAC;TOR;28;17;9900
626;21600772;2016-17;2017-02-06;UTA;ATL;16;35;5477
627;21600774;2016-17;2017-02-06;PHX;NOP;45;11;8205
628;21600775;2016-17;2017-02-06;MIA;MIN;77;21;11477
629;21600776;2016-17;2017-02-06;DAL;DEN;76;25;5923
630;21600777;2016-17;2017-02-06;SAS;MEM;11;28;15011
631;21600779;2016-17;2017-02-07;BKN;CHA;49;65;11001
632;21600780;2016-17;2017-02-07;ORL;HOU;47;13;12319
633;21600781;2016-17;2017-02-07;POR;DAL;31;76;18419
634;21600782;2016-17;2017-02-08;SAS;PHI;11;31;14124
635;21600783;2016-17;2017-02-08;CLE;IND;13;26;24548
636;21600785;2016-17;2017-02-08;DEN;ATL;25;35;5419
637;21600786;2016-17;2017-02-08;LAL;DET;23;23;6975
638;21600787;2016-17;2017-02-08;MIA;MIL;77;24;8281
639;21600788;2016-17;2017-02-08;PHX;MEM;45;28;3356
640;21600789;2016-17;2017-02-08;UTA;NOP;16;11;3898
641;21600790;2016-17;2017-02-08;TOR;MIN;17;21;10915
642;21600792;2016-17;2017-02-08;CHI;GSW;33;15;24105
643;21600794;2016-17;2017-02-09;HOU;CHA;13;65;13797
644;21600795;2016-17;2017-02-09;PHI;ORL;31;47;16605
645;21600798;2016-17;2017-02-09;BOS;POR;13;31;16537
646;21600799;2016-17;2017-02-10;MIA;BKN;77;49;12115
647;21600800;2016-17;2017-02-10;DEN;NYK;25;91;15551
648;21600801;2016-17;2017-02-10;SAS;DET;11;23;11719
649;21600803;2016-17;2017-02-10;GSW;MEM;15;28;31621
650;21600804;2016-17;2017-02-10;NOP;MIN;11;21;7659
651;21600805;2016-17;2017-02-10;IND;WAS;26;34;9483
652;21600806;2016-17;2017-02-10;ATL;SAC;35;63;12505
653;21600807;2016-17;2017-02-10;CHI;PHX;33;45;10508
654;21600808;2016-17;2017-02-11;LAC;CHA;28;65;19022
655;21600809;2016-17;2017-02-11;MIL;IND;24;26;13365
656;21600810;2016-17;2017-02-11;MIA;PHI;77;31;16035
657;21600812;2016-17;2017-02-11;PHX;HOU;45;13;9540
658;21600813;2016-17;2017-02-11;GSW;OKC;15;43;59381
659;21600814;2016-17;2017-02-11;ORL;DAL;47;76;5340
660;21600815;2016-17;2017-02-11;BOS;UTA;13;16;13700
661;21600817;2016-17;2017-02-12;SAS;NYK;11;67;32315
662;21600818;2016-17;2017-02-12;DET;TOR;22;27;18546
663;21600819;2016-17;2017-02-12;NOP;SAC;13;48;10158
664;21600820;2016-17;2017-02-13;OKC;WAS;67;20;12041
665;21600821;2016-17;2017-02-13;PHI;CHA;36;60;9719
666;21600823;2016-17;2017-02-13;ORL;MIA;64;58;7155
667;21600824;2016-17;2017-02-13;DET;MIL;22;20;4974
668;21600825;2016-17;2017-02-13;SAS;IND;11;21;16753
669;21600826;2016-17;2017-02-13;BOS;DAL;15;62;10662
670;21600827;2016-17;2017-02-13;GSW;DEN;16;54;27014
671;21600828;2016-17;2017-02-13;LAC;UTA;21;14;5341
672;21600830;2016-17;2017-02-13;ATL;POR;28;36;12381
673;21600832;2016-17;2017-02-14;CLE;MIN;10;23;26596
674;21600833;2016-17;2017-02-14;SAC;LAL;48;24;16627
675;21600834;2016-17;2017-02-15;SAS;ORL;11;64;9335
676;21600836;2016-17;2017-02-15;PHI;BOS;36;15;13893
677;21600837;2016-17;2017-02-15;CHA;TOR;60;27;8839
678;21600838;2016-17;2017-02-15;MIL;BKN;20;41;7882
679;21600839;2016-17;2017-02-15;DAL;DET;62;22;3689
680;21600840;2016-17;2017-02-15;NOP;MEM;13;15;6593
681;21600841;2016-17;2017-02-15;MIA;HOU;58;13;10389
682;21600842;2016-17;2017-02-15;MIN;DEN;23;54;7327
683;21600843;2016-17;2017-02-15;POR;UTA;36;14;5080
684;21600844;2016-17;2017-02-15;LAL;PHX;24;40;5228
685;21600845;2016-17;2017-02-15;NYK;OKC;67;67;17700
686;21600846;2016-17;2017-02-15;ATL;LAC;28;21;7214
687;21600847;2016-17;2017-02-15;SAC;GSW;48;16;23204
688;21600848;2016-17;2017-02-16;WAS;IND;20;21;13155
689;21600849;2016-17;2017-02-16;BOS;CHI;15;34;25069
690;21600850;2016-17;2017-02-23;POR;ORL;45;72;16203
691;21600851;2016-17;2017-02-23;CHA;DET;54;28;12211
692;21600852;2016-17;2017-02-23;HOU;NOP;22;100;37168
693;21600854;2016-17;2017-02-23;LAC;GSW;35;9;34378
694;21600855;2016-17;2017-02-23;DEN;SAC;34;100;9588
695;21600857;2016-17;2017-02-24;MEM;IND;14;26;8724
696;21600858;2016-17;2017-02-24;BOS;TOR;24;24;24230
697;21600861;2016-17;2017-02-24;LAL;OKC;52;32;17413
698;21600862;2016-17;2017-02-24;DAL;MIN;73;22;7685
699;21600863;2016-17;2017-02-24;MIA;ATL;46;33;5107
700;21600865;2016-17;2017-02-24;SAS;LAC;9;35;21157
701;21600867;2016-17;2017-02-25;ATL;ORL;33;72;10160
702;21600868;2016-17;2017-02-25;PHI;NYK;45;66;23020
703;21600869;2016-17;2017-02-25;IND;MIA;26;46;9402
704;21600870;2016-17;2017-02-25;NOP;DAL;100;73;18669
705;21600871;2016-17;2017-02-25;CHI;CLE;37;10;26299
706;21600872;2016-17;2017-02-25;MIN;HOU;22;22;14321
707;21600873;2016-17;2017-02-25;BKN;GSW;48;9;24948
708;21600874;2016-17;2017-02-26;SAS;LAL;13;29;18260
709;21600875;2016-17;2017-02-26;PHX;MIL;41;24;14179
710;21600876;2016-17;2017-02-26;MEM;DEN;16;26;8559
711;21600877;2016-17;2017-02-26;UTA;WAS;16;25;11508
712;21600879;2016-17;2017-02-26;BOS;DET;15;23;13537
713;21600880;2016-17;2017-02-26;NOP;OKC;29;36;27006
714;21600881;2016-17;2017-02-26;CHA;LAC;60;27;16621
715;21600882;2016-17;2017-02-27;TOR;NYK;25;56;18882
716;21600884;2016-17;2017-02-27;MIL;CLE;24;14;21220
717;21600885;2016-17;2017-02-27;ATL;BOS;43;15;12354
718;21600886;2016-17;2017-02-27;IND;HOU;17;19;13058
719;21600887;2016-17;2017-02-27;MIA;DAL;53;79;10544
720;21600888;2016-17;2017-02-27;MIN;SAC;18;44;6842
721;21600889;2016-17;2017-02-28;GSW;WAS;14;25;42982
722;21600891;2016-17;2017-02-28;DEN;CHI;26;40;9949
723;21600892;2016-17;2017-02-28;PHX;MEM;41;16;6750
724;21600893;2016-17;2017-02-28;UTA;OKC;16;36;19062
725;21600894;2016-17;2017-02-28;CHA;LAL;60;29;15020
726;21600895;2016-17;2017-03-01;NYK;ORL;56;45;13076
727;21600896;2016-17;2017-03-01;WAS;TOR;25;25;10693
728;21600897;2016-17;2017-03-01;DAL;ATL;79;43;7525
729;21600898;2016-17;2017-03-01;PHI;MIA;31;53;6007
730;21600900;2016-17;2017-03-01;DET;NOP;23;29;6458
731;21600901;2016-17;2017-03-01;CLE;BOS;14;15;36357
732;21600902;2016-17;2017-03-01;IND;SAS;17;13;20725
733;21600903;2016-17;2017-03-01;MIN;UTA;18;16;5964
734;21600904;2016-17;2017-03-01;HOU;LAC;19;27;15278
735;21600905;2016-17;2017-03-01;BKN;SAC;49;44;7065
736;21600906;2016-17;2017-03-02;GSW;CHI;14;40;38570
737;21600907;2016-17;2017-03-02;CHA;PHX;60;41;8746
738;21600912;2016-17;2017-03-03;LAC;MIL;27;24;12701
739;21600913;2016-17;2017-03-03;CLE;ATL;14;43;27145
740;21600914;2016-17;2017-03-03;MEM;DAL;16;79;8013
741;21600916;2016-17;2017-03-03;OKC;PHX;36;41;13632
742;21600917;2016-17;2017-03-03;SAS;NOP;13;29;23763
743;21600918;2016-17;2017-03-03;BOS;LAL;15;29;12384
744;21600919;2016-17;2017-03-04;DET;PHI;23;31;12432
745;21600920;2016-17;2017-03-04;TOR;MIL;25;24;13738
746;21600921;2016-17;2017-03-04;CLE;MIA;14;53;24040
747;21600922;2016-17;2017-03-04;LAC;CHI;27;40;16113
748;21600923;2016-17;2017-03-04;CHA;DEN;60;26;4916
749;21600924;2016-17;2017-03-04;MEM;HOU;16;19;10697
750;21600926;2016-17;2017-03-04;BKN;POR;49;31;6936
751;21600928;2016-17;2017-03-05;GSW;NYK;14;52;45639
752;21600929;2016-17;2017-03-05;BOS;PHX;13;56;22477
753;21600930;2016-17;2017-03-05;ORL;WAS;51;20;16014
754;21600931;2016-17;2017-03-05;UTA;SAC;17;38;16527
755;21600932;2016-17;2017-03-05;OKC;DAL;31;100;15904
756;21600933;2016-17;2017-03-05;NOP;LAL;16;25;13886
757;21600934;2016-17;2017-03-06;MIL;PHI;21;18;7353
758;21600935;2016-17;2017-03-06;NYK;ORL;52;51;9399
759;21600936;2016-17;2017-03-06;MIA;CLE;66;10;27729
760;21600937;2016-17;2017-03-06;GSW;ATL;14;43;26031
761;21600938;2016-17;2017-03-06;CHI;DET;26;27;6633
762;21600939;2016-17;2017-03-06;BKN;MEM;43;17;5853
763;21600940;2016-17;2017-04-03;POR;MIN;17;22;16527
764;21600941;2016-17;2017-03-06;IND;CHA;16;61;3388
765;21600943;2016-17;2017-03-06;SAC;DEN;38;30;3105
766;21600944;2016-17;2017-03-06;NOP;UTA;16;17;7866
767;21600945;2016-17;2017-03-06;BOS;LAC;13;26;15660
768;21600946;2016-17;2017-03-07;POR;OKC;18;31;23174
769;21600947;2016-17;2017-03-07;LAL;DAL;25;100;14446
770;21600948;2016-17;2017-03-07;WAS;PHX;20;56;12413
771;21600950;2016-17;2017-03-08;BKN;ATL;43;43;9101
772;21600952;2016-17;2017-03-08;NYK;MIL;52;21;9574
773;21600953;2016-17;2017-03-08;TOR;NOP;17;16;10482
774;21600954;2016-17;2017-03-08;UTA;HOU;17;18;13142
775;21600956;2016-17;2017-03-08;DET;IND;27;16;3539
776;21600957;2016-17;2017-03-08;SAC;SAS;38;21;13095
777;21600958;2016-17;2017-03-08;WAS;DEN;20;30;6175
778;21600960;2016-17;2017-03-09;CLE;DET;10;27;26288
779;21600961;2016-17;2017-03-09;LAC;MEM;26;17;8117
780;21600963;2016-17;2017-03-09;PHI;POR;18;18;12052
781;21600964;2016-17;2017-03-09;LAL;PHX;25;56;9533
782;21600965;2016-17;2017-03-10;ORL;CHA;51;61;9250
783;21600966;2016-17;2017-03-10;HOU;CHI;18;26;14459
784;21600967;2016-17;2017-03-10;IND;MIL;16;21;7727
785;21600968;2016-17;2017-03-10;GSW;MIN;14;30;41387
786;21600969;2016-17;2017-03-10;TOR;ATL;17;43;7662
787;21600970;2016-17;2017-03-10;BOS;DEN;13;30;12743
788;21600971;2016-17;2017-03-10;BKN;DAL;43;100;8136
789;21600972;2016-17;2017-03-10;WAS;SAC;20;38;11538
790;21600973;2016-17;2017-03-11;UTA;OKC;17;31;20125
791;21600974;2016-17;2017-03-11;PHI;LAC;18;26;13948
792;21600975;2016-17;2017-03-11;NYK;DET;52;27;14358
793;21600976;2016-17;2017-03-11;NOP;CHA;16;61;17520
794;21600977;2016-17;2017-03-11;CLE;ORL;10;51;23301
795;21600978;2016-17;2017-03-11;MIN;MIL;30;21;14212
796;21600979;2016-17;2017-03-11;TOR;MIA;17;66;10014
797;21600980;2016-17;2017-03-11;GSW;SAS;14;21;29078
798;21600981;2016-17;2017-03-11;ATL;MEM;43;17;4349
799;21600982;2016-17;2017-03-11;PHX;DAL;56;100;10750
800;21600983;2016-17;2017-03-11;WAS;POR;20;18;17328
801;21600984;2016-17;2017-03-11;DEN;SAC;30;38;4642
802;21600985;2016-17;2017-03-12;CHI;BOS;26;11;21697
803;21600986;2016-17;2017-03-12;NYK;BKN;42;63;16531
804;21600987;2016-17;2017-03-12;MIA;IND;64;16;15231
805;21600988;2016-17;2017-03-12;POR;PHX;23;39;7398
806;21600989;2016-17;2017-03-12;CLE;HOU;10;21;33710
807;21600990;2016-17;2017-03-12;PHI;LAL;23;25;16709
808;21600991;2016-17;2017-03-13;CHI;CHA;26;52;13419
809;21600993;2016-17;2017-03-13;MIL;MEM;27;19;6879
810;21600994;2016-17;2017-03-13;ATL;SAS;34;21;16986
811;21600995;2016-17;2017-03-13;WAS;MIN;21;21;12244
812;21600996;2016-17;2017-03-13;LAC;UTA;23;16;13101
813;21600997;2016-17;2017-03-13;ORL;SAC;48;32;5698
814;21600999;2016-17;2017-03-14;DET;CLE;21;10;20246
815;21601000;2016-17;2017-03-14;OKC;BKN;28;63;19379
816;21601001;2016-17;2017-03-14;IND;NYK;16;42;11284
817;21601002;2016-17;2017-03-14;POR;NOP;23;16;11618
818;21601003;2016-17;2017-03-14;PHI;GSW;23;13;34599
819;21601004;2016-17;2017-03-15;DAL;WAS;56;21;13848
820;21601005;2016-17;2017-03-15;CHA;IND;52;16;4995
821;21601007;2016-17;2017-03-15;NOP;MIA;16;64;10656
822;21601008;2016-17;2017-03-15;UTA;DET;16;21;4226
823;21601009;2016-17;2017-03-15;MEM;CHI;19;26;8691
824;21601010;2016-17;2017-03-15;LAL;HOU;25;21;9185
825;21601011;2016-17;2017-03-15;POR;SAS;23;21;17515
826;21601012;2016-17;2017-03-15;SAC;PHX;32;39;6064
827;21601013;2016-17;2017-03-15;MIL;LAC;27;23;15238
828;21601014;2016-17;2017-03-16;UTA;CLE;16;10;26869
829;21601015;2016-17;2017-03-16;OKC;TOR;28;16;16353
830;21601016;2016-17;2017-03-16;BKN;NYK;63;42;12912
831;21601017;2016-17;2017-03-16;MEM;ATL;19;34;6019
832;21601018;2016-17;2017-03-16;LAC;DEN;23;32;10785
833;21601019;2016-17;2017-03-16;ORL;GSW;48;13;20637
834;21601021;2016-17;2017-03-17;CHI;WAS;26;21;15554
835;21601023;2016-17;2017-03-17;TOR;DET;16;21;7728
836;21601024;2016-17;2017-03-17;HOU;NOP;21;16;15837
837;21601025;2016-17;2017-03-17;MIN;MIA;21;64;10845
838;21601026;2016-17;2017-03-17;ORL;PHX;48;39;7734
839;21601027;2016-17;2017-03-17;MIL;LAL;27;25;14126
840;21601028;2016-17;2017-03-18;SAC;OKC;32;28;15023
841;21601029;2016-17;2017-03-18;POR;ATL;23;34;11927
842;21601030;2016-17;2017-03-18;WAS;CHA;21;52;12870
843;21601031;2016-17;2017-03-18;CLE;LAC;10;23;24411
844;21601032;2016-17;2017-03-18;UTA;CHI;16;26;9467
845;21601033;2016-17;2017-03-18;SAS;MEM;21;19;15514
846;21601035;2016-17;2017-03-18;MIL;GSW;27;13;27168
847;21601037;2016-17;2017-03-19;BOS;PHI;12;18;15867
848;21601038;2016-17;2017-03-19;PHX;DET;65;19;8795
