"","GAME_ID","SEASON","GAME_DATE","AWAY_TEAM","HOME_TEAM","AWAY_TREND","HOME_TREND","VIEWERS","DAY","TIME","BROADCAST","ATTENDANCE","OVERTIME","WIN_ENTER_HOME","WIN_ENTER_AWAY","LEAD_CHANGE_H","LEAD_CHANGE_A","TIES_H","TIES_A","LARGEST_LEAD_H","LARGEST_LEAD_A"
"519",21600634,"2016-17",2017-01-18,"OKC","GSW",9,19,49122,"Wednesday",22:30:00,"ESPN",19596,"NO",35,25,5,4,3,4,25,7
"520",21600635,"2016-17",2017-01-18,"IND","SAC",16,13,9391,"Wednesday",22:30:00,"LOCAL",17608,"NO",16,21,1,1,2,1,22,6
"521",21600636,"2016-17",2017-01-19,"PHX","CLE",13,13,25723,"Thursday",19:00:00,"LOCAL",20562,"NO",29,13,2,2,2,1,22,2
"522",21600637,"2016-17",2017-01-19,"DAL","MIA",25,23,13456,"Thursday",19:30:00,"LOCAL",19600,"NO",12,14,2,2,4,4,9,10
"523",21600638,"2016-17",2017-01-19,"WAS","NYK",22,39,18371,"Thursday",20:00:00,"TNT",19812,"NO",19,22,2,3,2,4,3,16
"524",21600640,"2016-17",2017-01-19,"MIN","LAC",12,22,18802,"Thursday",22:30:00,"TNT",19060,"NO",29,14,2,2,2,3,12,7
"525",21600641,"2016-17",2017-01-20,"POR","PHI",25,31,30951,"Friday",19:00:00,"LOCAL",19476,"NO",14,18,4,3,4,1,3,14
"526",21600642,"2016-17",2017-01-20,"TOR","CHA",26,28,12496,"Friday",19:00:00,"LOCAL",18378,"NO",21,28,1,0,1,0,37,2
"527",21600644,"2016-17",2017-01-20,"SAC","MEM",12,18,6810,"Friday",20:00:00,"LOCAL",16991,"NO",25,16,3,2,4,2,22,9
"528",21600645,"2016-17",2017-01-20,"BKN","NOP",31,4,7870,"Friday",20:00:00,"LOCAL",17004,"NO",17,8,4,4,2,4,9,33
"529",21600646,"2016-17",2017-01-20,"GSW","HOU",17,29,53185,"Friday",20:00:00,"ESPN",18055,"NO",33,36,1,2,0,2,4,24
"530",21600647,"2016-17",2017-01-20,"CHI","ATL",28,25,11852,"Friday",20:00:00,"LOCAL",16328,"NO",24,21,1,0,2,0,34,2
"531",21600648,"2016-17",2017-01-20,"UTA","DAL",20,32,16126,"Friday",20:30:00,"LOCAL",19421,"OT",14,27,9,9,7,9,3,9
"532",21600649,"2016-17",2017-01-20,"IND","LAL",17,13,16709,"Friday",22:30:00,"ESPN",18997,"NO",15,22,7,7,4,5,20,5
"533",21600650,"2016-17",2017-01-21,"POR","BOS",48,26,27444,"Saturday",17:00:00,"LOCAL",18624,"OT",26,18,13,14,11,11,11,6
"534",21600652,"2016-17",2017-01-21,"BKN","CHA",52,45,7219,"Saturday",19:00:00,"LOCAL",18583,"NO",22,9,6,5,3,2,17,4
"535",21600654,"2016-17",2017-01-21,"PHX","NYK",12,24,19380,"Saturday",19:30:00,"LOCAL",19812,"NO",19,13,7,8,2,3,5,12
"536",21600656,"2016-17",2017-01-21,"HOU","MEM",80,25,12146,"Saturday",20:00:00,"LOCAL",18119,"NO",26,33,1,1,4,1,5,26
"537",21600657,"2016-17",2017-01-21,"SAS","CLE",17,12,55304,"Saturday",20:30:00,"ABC",20562,"OT",30,33,7,8,6,7,11,9
"538",21600658,"2016-17",2017-01-21,"LAC","DEN",19,18,5297,"Saturday",21:00:00,"LOCAL",16056,"NO",17,29,0,0,0,4,35,0
"539",21600659,"2016-17",2017-01-21,"IND","UTA",56,53,5663,"Saturday",21:00:00,"LOCAL",19911,"NO",28,22,0,0,0,0,18,0
"540",21600660,"2016-17",2017-01-21,"SAC","CHI",16,42,14895,"Saturday",21:00:00,"LOCAL",21606,"NO",21,16,8,7,13,4,9,7
"541",21600661,"2016-17",2017-01-22,"GSW","ORL",27,85,32543,"Sunday",12:00:00,"LOCAL",18846,"NO",18,37,3,3,2,2,11,28
"542",21600662,"2016-17",2017-01-22,"LAL","DAL",20,34,17749,"Sunday",15:30:00,"LOCAL",19484,"NO",14,16,2,1,1,2,53,2
"543",21600663,"2016-17",2017-01-22,"PHX","TOR",24,30,14993,"Sunday",18:00:00,"LOCAL",19800,"NO",28,14,4,4,2,3,9,15
"544",21600664,"2016-17",2017-01-22,"DEN","MIN",26,15,16224,"Sunday",19:00:00,"LOCAL",12788,"NO",15,18,6,5,4,7,6,9
"545",21600665,"2016-17",2017-01-23,"WAS","CHA",12,29,10787,"Monday",19:00:00,"LOCAL",15285,"NO",23,23,0,1,0,1,4,16
"546",21600666,"2016-17",2017-01-23,"SAS","BKN",13,34,11031,"Monday",19:30:00,"LOCAL",16643,"NO",9,34,2,3,1,5,9,34
"547",21600667,"2016-17",2017-01-23,"LAC","ATL",18,31,9263,"Monday",19:30:00,"LOCAL",12853,"NO",26,29,1,2,0,3,3,24
"548",21600668,"2016-17",2017-01-23,"GSW","MIA",14,23,46626,"Monday",19:30:00,"LOCAL",19600,"NO",14,38,6,6,9,6,10,6
"549",21600669,"2016-17",2017-01-23,"SAC","DET",12,30,5052,"Monday",19:30:00,"LOCAL",14017,"NO",21,16,3,3,2,4,11,11
"550",21600671,"2016-17",2017-01-23,"CLE","NOP",10,5,27904,"Monday",20:00:00,"LOCAL",17758,"NO",17,30,0,0,0,2,22,0
"551",21600672,"2016-17",2017-01-23,"NYK","IND",19,22,14649,"Monday",20:00:00,"TNT",16015,"NO",22,19,3,3,3,4,14,17
"552",21600674,"2016-17",2017-01-24,"SAS","TOR",17,26,29043,"Tuesday",19:00:00,"NBATV",19800,"NO",28,35,5,5,6,3,4,13
"553",21600675,"2016-17",2017-01-24,"LAC","PHI",22,24,14429,"Tuesday",19:00:00,"LOCAL",17591,"NO",15,30,4,3,2,4,13,19
"554",21600677,"2016-17",2017-01-24,"CHI","ORL",27,30,10458,"Tuesday",19:00:00,"LOCAL",18846,"NO",18,22,6,6,4,2,8,12
"555",21600678,"2016-17",2017-01-24,"UTA","DEN",63,19,9014,"Tuesday",21:00:00,"LOCAL",10867,"NO",18,29,2,2,4,0,17,12
"556",21600679,"2016-17",2017-01-24,"MIN","PHX",15,15,20164,"Tuesday",21:00:00,"LOCAL",17241,"NO",15,16,4,4,6,2,11,14
"557",21600680,"2016-17",2017-01-25,"SAC","CLE",12,11,40758,"Wednesday",19:00:00,"LOCAL",20562,"OT",30,17,8,8,4,8,10,10
"558",21600682,"2016-17",2017-01-25,"MIA","BKN",29,29,9898,"Wednesday",19:30:00,"LOCAL",14929,"NO",9,15,4,4,6,4,18,10
"559",21600683,"2016-17",2017-01-25,"ATL","CHI",23,33,11927,"Wednesday",20:00:00,"LOCAL",21445,"NO",23,26,0,1,1,2,12,7
"560",21600684,"2016-17",2017-01-25,"PHI","MIL",58,26,16768,"Wednesday",20:00:00,"LOCAL",13663,"NO",21,16,10,11,5,6,10,15
"561",21600685,"2016-17",2017-01-25,"TOR","MEM",43,16,11159,"Wednesday",20:00:00,"LOCAL",15904,"NO",26,28,5,5,6,3,12,7
"562",21600686,"2016-17",2017-01-25,"OKC","NOP",5,6,11310,"Wednesday",20:00:00,"LOCAL",15277,"NO",18,26,0,1,1,1,2,22
"563",21600687,"2016-17",2017-01-25,"GSW","CHA",12,34,29892,"Wednesday",20:00:00,"ESPN",19639,"NO",23,38,2,3,1,2,10,12
"564",21600688,"2016-17",2017-01-25,"NYK","DAL",24,24,14459,"Wednesday",20:30:00,"LOCAL",19750,"NO",15,20,3,2,7,2,10,3
"565",21600689,"2016-17",2017-01-25,"LAL","POR",12,20,12839,"Wednesday",22:30:00,"ESPN",19393,"NO",19,16,5,4,3,5,14,3
"566",21600690,"2016-17",2017-01-26,"DAL","OKC",38,9,21570,"Thursday",20:00:00,"TNT",18203,"NO",27,16,7,6,4,2,16,7
"567",21600691,"2016-17",2017-01-26,"IND","MIN",20,18,13279,"Thursday",20:00:00,"LOCAL",14862,"NO",17,22,2,2,2,3,4,11
"568",21600694,"2016-17",2017-01-27,"HOU","PHI",17,37,24550,"Friday",20:00:00,"ESPN",20588,"NO",17,34,2,3,3,2,5,13
"569",21600695,"2016-17",2017-01-27,"BKN","CLE",34,12,22613,"Friday",19:30:00,"LOCAL",20562,"NO",30,9,2,2,1,2,23,2
"570",21600696,"2016-17",2017-01-27,"SAC","IND",14,32,17986,"Friday",19:00:00,"LOCAL",17522,"OT",23,18,6,5,4,8,5,16
"571",21600697,"2016-17",2017-01-27,"ORL","BOS",21,25,8809,"Friday",19:30:00,"LOCAL",18624,"NO",27,18,2,1,4,2,40,2
"572",21600698,"2016-17",2017-01-27,"MIL","TOR",26,25,11102,"Friday",19:30:00,"LOCAL",19800,"NO",28,21,1,1,1,0,19,6
"573",21600699,"2016-17",2017-01-27,"CHA","NYK",32,31,18121,"Friday",19:30:00,"LOCAL",19812,"NO",20,23,3,3,1,4,11,8
"574",21600702,"2016-17",2017-01-27,"WAS","ATL",13,34,5763,"Friday",20:00:00,"LOCAL",16968,"NO",27,25,0,0,0,0,0,30
"575",21600705,"2016-17",2017-01-28,"DET","MIA",31,51,11601,"Saturday",19:30:00,"LOCAL",19600,"NO",17,21,11,10,6,10,15,6
"576",21600708,"2016-17",2017-01-28,"MEM","UTA",28,27,9988,"Saturday",21:00:00,"LOCAL",19911,"NO",30,27,3,4,1,1,8,12
"577",21600710,"2016-17",2017-01-28,"BKN","MIN",52,14,8067,"Saturday",21:00:00,"LOCAL",14798,"NO",17,9,0,0,0,1,22,0
"578",21600712,"2016-17",2017-01-29,"OKC","CLE",17,24,40517,"Sunday",15:30:00,"ABC",20562,"NO",31,28,2,2,1,3,20,7
"579",21600713,"2016-17",2017-01-29,"HOU","IND",23,25,14996,"Sunday",18:00:00,"LOCAL",17923,"NO",24,35,2,1,1,1,22,2
"580",21600714,"2016-17",2017-01-29,"WAS","NOP",21,6,7491,"Sunday",18:00:00,"NBATV",16779,"NO",19,26,1,1,1,0,1,18
"581",21600715,"2016-17",2017-01-29,"ORL","TOR",30,31,12914,"Sunday",18:00:00,"LOCAL",19800,"NO",29,18,5,5,2,3,10,15
"582",21600716,"2016-17",2017-01-29,"PHI","CHI",29,34,15362,"Sunday",19:00:00,"LOCAL",21606,"NO",23,17,2,1,4,3,20,6
"583",21600717,"2016-17",2017-01-29,"DAL","SAS",27,11,18170,"Sunday",19:00:00,"LOCAL",18418,"NO",36,16,5,6,3,4,15,9
"584",21600719,"2016-17",2017-01-30,"BKN","MIA",34,24,9946,"Monday",19:30:00,"LOCAL",19600,"NO",18,9,2,1,2,1,13,11
"585",21600721,"2016-17",2017-01-30,"DET","BOS",27,25,14450,"Monday",20:00:00,"TNT",18188,"NO",29,21,5,5,5,5,11,6
"586",21600722,"2016-17",2017-01-30,"CLE","DAL",15,47,27001,"Monday",20:30:00,"LOCAL",20202,"NO",17,32,2,1,1,3,17,8
"587",21600723,"2016-17",2017-01-30,"MEM","PHX",14,13,9213,"Monday",22:30:00,"TNT",16332,"NO",15,28,0,0,0,0,0,30
"588",21600724,"2016-17",2017-01-31,"NYK","WAS",25,19,16789,"Tuesday",19:00:00,"LOCAL",16683,"NO",27,21,3,2,4,3,21,8
"589",21600725,"2016-17",2017-01-31,"NOP","TOR",4,25,20487,"Tuesday",19:00:00,"LOCAL",19800,"OT",29,19,10,9,7,4,5,14
"590",21600726,"2016-17",2017-01-31,"SAC","HOU",22,17,10859,"Tuesday",20:00:00,"LOCAL",15187,"NO",35,19,5,5,2,3,29,1
"591",21600727,"2016-17",2017-01-31,"OKC","SAS",5,10,25386,"Tuesday",20:30:00,"NBATV",18418,"NO",36,28,2,1,5,1,20,3
"592",21600728,"2016-17",2017-01-31,"CHA","POR",22,28,7923,"Tuesday",22:00:00,"LOCAL",19393,"NO",21,23,4,3,1,0,24,4
"593",21600729,"2016-17",2017-01-31,"DEN","LAL",15,11,15440,"Tuesday",22:30:00,"LOCAL",18997,"NO",16,21,11,11,6,2,11,8
"594",21600730,"2016-17",2017-02-01,"IND","ORL",15,28,7858,"Wednesday",19:00:00,"LOCAL",16662,"NO",19,25,1,2,0,0,2,15
"595",21600732,"2016-17",2017-02-01,"TOR","BOS",42,30,23424,"Wednesday",19:30:00,"LOCAL",18624,"NO",30,30,4,3,0,0,5,18
"596",21600733,"2016-17",2017-02-01,"NYK","BKN",33,32,13195,"Wednesday",19:30:00,"LOCAL",17732,"NO",9,21,0,1,0,2,13,7
"597",21600736,"2016-17",2017-02-01,"PHI","DAL",24,37,9777,"Wednesday",20:30:00,"LOCAL",19263,"NO",18,18,3,3,0,3,22,9
"598",21600737,"2016-17",2017-02-01,"MEM","DEN",11,30,3954,"Wednesday",21:00:00,"LOCAL",12020,"NO",21,29,3,3,0,1,3,25
"599",21600738,"2016-17",2017-02-01,"MIL","UTA",19,21,6851,"Wednesday",21:00:00,"LOCAL",19694,"NO",30,21,6,6,2,3,25,2
"600",21600739,"2016-17",2017-02-01,"LAC","PHX",19,15,9117,"Wednesday",21:00:00,"LOCAL",16191,"NO",15,30,0,0,0,0,0,14
"601",21600740,"2016-17",2017-02-01,"CHI","OKC",25,11,16797,"Wednesday",21:30:00,"ESPN",18203,"NO",28,24,8,9,2,4,3,31
"602",21600741,"2016-17",2017-02-01,"CHA","GSW",32,13,30412,"Wednesday",22:30:00,"LOCAL",19596,"NO",41,23,0,0,0,1,32,0
"603",21600742,"2016-17",2017-02-02,"LAL","WAS",14,19,19342,"Thursday",19:00:00,"LOCAL",16473,"NO",28,17,1,0,1,3,19,2
"604",21600744,"2016-17",2017-02-02,"PHI","SAS",33,9,18428,"Thursday",20:30:00,"LOCAL",18418,"NO",37,18,2,2,1,3,18,7
"605",21600745,"2016-17",2017-02-02,"GSW","LAC",27,29,36634,"Thursday",22:30:00,"TNT",19385,"NO",31,42,0,0,0,0,0,21
"606",21600746,"2016-17",2017-02-03,"TOR","ORL",23,30,14976,"Friday",19:00:00,"LOCAL",17141,"NO",19,30,5,4,2,5,11,5
"607",21600747,"2016-17",2017-02-03,"IND","BKN",19,32,7137,"Friday",19:30:00,"LOCAL",14557,"NO",9,26,1,1,0,1,2,19
"608",21600749,"2016-17",2017-02-03,"CHI","HOU",28,40,28610,"Friday",20:00:00,"LOCAL",18055,"OT",36,25,11,10,4,5,17,8
"609",21600750,"2016-17",2017-02-03,"MEM","OKC",13,6,17918,"Friday",20:00:00,"LOCAL",18203,"NO",28,30,5,5,7,6,12,6
"610",21600751,"2016-17",2017-02-03,"LAL","BOS",20,27,17065,"Friday",20:00:00,"ESPN",18624,"NO",31,17,3,3,0,1,17,5
"611",21600753,"2016-17",2017-02-03,"PHX","SAC",14,13,11094,"Friday",22:30:00,"LOCAL",17608,"NO",19,15,5,5,5,10,8,12
"612",21600754,"2016-17",2017-02-03,"DAL","POR",28,23,12838,"Friday",22:30:00,"ESPN",19393,"NO",22,19,0,0,1,0,0,24
"613",21600756,"2016-17",2017-02-04,"ORL","ATL",42,32,7361,"Saturday",19:00:00,"LOCAL",16691,"NO",29,20,0,0,0,0,27,0
"614",21600757,"2016-17",2017-02-04,"DET","IND",50,35,7563,"Saturday",19:00:00,"LOCAL",17660,"NO",27,23,6,5,7,4,22,4
"615",21600758,"2016-17",2017-02-04,"PHI","MIA",23,35,13094,"Saturday",19:30:00,"LOCAL",19754,"NO",20,18,1,0,1,0,34,3
"616",21600761,"2016-17",2017-02-04,"MIL","PHX",42,23,8639,"Saturday",21:00:00,"LOCAL",17192,"NO",16,21,0,1,0,1,4,27
"617",21600762,"2016-17",2017-02-04,"DEN","SAS",27,14,11562,"Saturday",21:00:00,"LOCAL",18418,"NO",38,22,2,2,2,0,25,4
"618",21600763,"2016-17",2017-02-04,"MEM","MIN",25,20,8816,"Saturday",21:00:00,"LOCAL",15081,"NO",19,30,3,3,0,2,18,12
"619",21600764,"2016-17",2017-02-04,"GSW","SAC",16,28,44274,"Saturday",22:30:00,"LOCAL",17608,"OT",19,43,7,7,2,7,8,7
"620",21600765,"2016-17",2017-02-05,"TOR","BKN",41,45,11827,"Sunday",12:00:00,"LOCAL",14245,"NO",9,30,4,5,0,7,4,17
"621",21600766,"2016-17",2017-02-05,"LAC","BOS",43,53,26583,"Sunday",14:00:00,"ABC",18624,"NO",32,31,0,0,0,0,18,0
"622",21600768,"2016-17",2017-02-06,"LAL","NYK",13,21,17419,"Monday",19:00:00,"LOCAL",19812,"NO",22,17,0,1,0,1,4,27
"623",21600769,"2016-17",2017-02-06,"CLE","WAS",11,24,50602,"Monday",19:00:00,"TNT",20356,"OT",30,34,8,8,6,9,9,7
"624",21600770,"2016-17",2017-02-06,"OKC","IND",6,21,15037,"Monday",19:00:00,"LOCAL",16123,"NO",28,30,4,4,1,0,10,15
"625",21600771,"2016-17",2017-02-06,"LAC","TOR",21,25,9900,"Monday",19:30:00,"LOCAL",19800,"NO",31,31,3,2,4,1,20,11
"626",21600772,"2016-17",2017-02-06,"UTA","ATL",25,40,5477,"Monday",19:30:00,"LOCAL",13126,"NO",30,32,0,0,0,0,0,25
"627",21600774,"2016-17",2017-02-06,"PHX","NOP",11,5,8205,"Monday",20:00:00,"LOCAL",15888,"NO",19,16,7,6,9,7,10,5
"628",21600775,"2016-17",2017-02-06,"MIA","MIN",27,11,11477,"Monday",20:00:00,"LOCAL",12502,"NO",19,21,0,0,1,0,0,14
"629",21600776,"2016-17",2017-02-06,"DAL","DEN",25,15,5923,"Monday",21:00:00,"LOCAL",13047,"NO",22,20,1,0,1,0,27,2
"630",21600777,"2016-17",2017-02-06,"SAS","MEM",8,15,15011,"Monday",21:30:00,"TNT",16708,"NO",31,39,7,7,3,3,17,5
"631",21600779,"2016-17",2017-02-07,"BKN","CHA",39,27,11001,"Tuesday",19:00:00,"LOCAL",15322,"NO",23,9,1,0,2,0,17,2
"632",21600780,"2016-17",2017-02-07,"ORL","HOU",26,18,12319,"Tuesday",20:00:00,"NBATV",15514,"NO",37,20,5,4,3,2,27,9
"633",21600781,"2016-17",2017-02-07,"POR","DAL",26,47,18419,"Tuesday",20:30:00,"LOCAL",19326,"NO",20,22,6,7,6,1,3,16
"634",21600782,"2016-17",2017-02-08,"SAS","PHI",7,25,14124,"Wednesday",19:00:00,"LOCAL",19233,"NO",18,39,0,0,0,0,0,13
"635",21600783,"2016-17",2017-02-08,"CLE","IND",12,32,24548,"Wednesday",19:00:00,"LOCAL",17580,"NO",29,35,2,3,0,4,15,20
"636",21600785,"2016-17",2017-02-08,"DEN","ATL",14,22,5419,"Wednesday",19:30:00,"LOCAL",14222,"NO",30,23,0,0,0,0,20,0
"637",21600786,"2016-17",2017-02-08,"LAL","DET",13,35,6975,"Wednesday",19:30:00,"LOCAL",15121,"NO",24,18,4,4,1,5,28,7
"638",21600787,"2016-17",2017-02-08,"MIA","MIL",29,26,8281,"Wednesday",20:00:00,"LOCAL",14211,"NO",22,22,0,0,0,0,0,20
"639",21600788,"2016-17",2017-02-08,"PHX","MEM",12,15,3356,"Wednesday",20:00:00,"LOCAL",16044,"NO",32,16,2,1,0,0,22,4
"640",21600789,"2016-17",2017-02-08,"UTA","NOP",21,4,3898,"Wednesday",20:00:00,"LOCAL",14508,"NO",20,33,2,3,0,1,2,39
"641",21600790,"2016-17",2017-02-08,"TOR","MIN",19,14,10915,"Wednesday",20:00:00,"LOCAL",13832,"NO",19,32,3,2,3,3,3,13
"642",21600792,"2016-17",2017-02-08,"CHI","GSW",29,14,24105,"Wednesday",22:30:00,"ESPN",19596,"NO",43,26,0,0,0,2,31,0
"643",21600794,"2016-17",2017-02-09,"HOU","CHA",21,34,13797,"Thursday",19:00:00,"LOCAL",16270,"NO",24,38,1,2,1,6,9,12
"644",21600795,"2016-17",2017-02-09,"PHI","ORL",31,27,16605,"Thursday",19:00:00,"LOCAL",17829,"NO",20,18,5,5,3,2,15,9
"645",21600798,"2016-17",2017-02-09,"BOS","POR",36,23,16537,"Thursday",22:30:00,"TNT",19393,"NO",23,33,5,5,6,2,17,10
"646",21600799,"2016-17",2017-02-10,"MIA","BKN",39,34,12115,"Friday",19:30:00,"LOCAL",15382,"NO",9,23,2,2,5,2,11,11
"647",21600800,"2016-17",2017-02-10,"DEN","NYK",15,38,15551,"Friday",19:30:00,"LOCAL",19812,"NO",22,23,4,4,4,3,12,17
"648",21600801,"2016-17",2017-02-10,"SAS","DET",8,40,11719,"Friday",19:30:00,"LOCAL",17222,"NO",25,40,0,0,0,0,0,21
"649",21600803,"2016-17",2017-02-10,"GSW","MEM",15,22,31621,"Friday",20:00:00,"LOCAL",18119,"NO",33,44,0,0,0,0,0,26
"650",21600804,"2016-17",2017-02-10,"NOP","MIN",4,11,7659,"Friday",20:00:00,"LOCAL",16093,"NO",20,20,8,8,3,4,15,21
"651",21600805,"2016-17",2017-02-10,"IND","WAS",24,22,9483,"Friday",20:00:00,"ESPN",19503,"NO",31,29,3,3,3,2,8,9
"652",21600806,"2016-17",2017-02-10,"ATL","SAC",17,14,12505,"Friday",22:30:00,"LOCAL",17608,"NO",21,31,4,3,2,1,1,22
"653",21600807,"2016-17",2017-02-10,"CHI","PHX",25,15,10508,"Friday",22:30:00,"ESPN",18055,"NO",16,26,3,3,2,4,20,9
"654",21600808,"2016-17",2017-02-11,"LAC","CHA",23,44,19022,"Saturday",17:00:00,"LOCAL",19483,"NO",24,32,1,2,6,2,11,11
"655",21600809,"2016-17",2017-02-11,"MIL","IND",44,45,13365,"Saturday",19:00:00,"LOCAL",17923,"NO",29,22,0,1,2,1,6,18
"656",21600810,"2016-17",2017-02-11,"MIA","PHI",78,25,16035,"Saturday",19:30:00,"LOCAL",20698,"NO",19,24,2,2,1,6,13,2
"657",21600812,"2016-17",2017-02-11,"PHX","HOU",33,18,9540,"Saturday",21:00:00,"LOCAL",18055,"NO",39,17,0,0,0,0,40,0
"658",21600813,"2016-17",2017-02-11,"GSW","OKC",36,23,59381,"Saturday",20:30:00,"ABC",18203,"NO",31,45,0,1,0,2,7,26
"659",21600814,"2016-17",2017-02-11,"ORL","DAL",27,33,5340,"Saturday",21:00:00,"LOCAL",20052,"NO",21,20,1,0,0,0,37,7
"660",21600815,"2016-17",2017-02-11,"BOS","UTA",26,27,13700,"Saturday",22:00:00,"LOCAL",19911,"NO",34,34,0,0,2,0,0,23
"661",21600817,"2016-17",2017-02-12,"SAS","NYK",21,56,32315,"Sunday",15:30:00,"ABC",19812,"NO",22,41,3,3,2,7,6,12
"662",21600818,"2016-17",2017-02-12,"DET","TOR",43,30,18546,"Sunday",18:00:00,"NBATV",19800,"NO",32,25,4,4,0,9,16,5
"663",21600819,"2016-17",2017-02-12,"NOP","SAC",6,14,10158,"Sunday",21:00:00,"NBATV",17608,"NO",22,21,3,3,1,4,10,13
"664",21600820,"2016-17",2017-02-13,"OKC","WAS",12,20,12041,"Monday",20:00:00,"TNT",20356,"NO",32,31,0,0,0,1,34,0
"665",21600821,"2016-17",2017-02-13,"PHI","CHA",30,34,9719,"Monday",19:00:00,"LOCAL",15775,"NO",24,20,5,5,2,2,4,14
"666",21600823,"2016-17",2017-02-13,"ORL","MIA",23,27,7155,"Monday",19:30:00,"LOCAL",19600,"NO",24,20,1,2,2,1,4,14
"667",21600824,"2016-17",2017-02-13,"DET","MIL",47,23,4974,"Monday",20:00:00,"LOCAL",13397,"NO",23,26,1,1,2,7,22,2
"668",21600825,"2016-17",2017-02-13,"SAS","IND",12,21,16753,"Monday",19:00:00,"LOCAL",15203,"NO",29,41,7,7,3,9,9,9
"669",21600826,"2016-17",2017-02-13,"BOS","DAL",25,28,10662,"Monday",20:30:00,"LOCAL",20159,"NO",22,35,5,5,3,1,3,15
"670",21600827,"2016-17",2017-02-13,"GSW","DEN",15,31,27014,"Monday",21:00:00,"LOCAL",19941,"NO",24,46,3,2,1,2,28,2
"671",21600828,"2016-17",2017-02-13,"LAC","UTA",16,27,5341,"Monday",21:00:00,"LOCAL",19521,"NO",34,33,2,2,0,0,3,29
"672",21600830,"2016-17",2017-02-13,"ATL","POR",18,35,12381,"Monday",22:30:00,"TNT",19475,"OT",23,31,8,9,2,6,13,5
"673",21600832,"2016-17",2017-02-14,"CLE","MIN",13,19,26596,"Tuesday",20:00:00,"NBATV",17738,"NO",21,37,2,3,3,3,9,14
"674",21600833,"2016-17",2017-02-14,"SAC","LAL",13,16,16627,"Tuesday",22:30:00,"NBATV",19997,"NO",19,23,4,4,7,2,3,13
"675",21600834,"2016-17",2017-02-15,"SAS","ORL",9,46,9335,"Wednesday",19:00:00,"LOCAL",17101,"NO",21,42,0,0,1,0,0,30
"676",21600836,"2016-17",2017-02-15,"PHI","BOS",26,30,13893,"Wednesday",19:30:00,"LOCAL",18624,"NO",36,21,6,5,6,4,12,6
"677",21600837,"2016-17",2017-02-15,"CHA","TOR",21,71,8839,"Wednesday",19:30:00,"LOCAL",19800,"NO",32,24,2,2,1,2,14,17
"678",21600838,"2016-17",2017-02-15,"MIL","BKN",23,32,7882,"Wednesday",19:30:00,"LOCAL",16182,"NO",9,24,3,3,3,1,6,13
"679",21600839,"2016-17",2017-02-15,"DAL","DET",25,35,3689,"Wednesday",19:30:00,"LOCAL",13549,"NO",26,22,0,0,0,0,27,0
"680",21600840,"2016-17",2017-02-15,"NOP","MEM",4,12,6593,"Wednesday",20:00:00,"LOCAL",16145,"NO",34,22,0,1,1,2,9,18
"681",21600841,"2016-17",2017-02-15,"MIA","HOU",24,17,10389,"Wednesday",20:00:00,"LOCAL",16967,"NO",40,24,0,0,4,0,0,20
"682",21600842,"2016-17",2017-02-15,"MIN","DEN",38,34,7327,"Wednesday",21:00:00,"LOCAL",13924,"NO",25,21,5,5,5,5,3,13
"683",21600843,"2016-17",2017-02-15,"POR","UTA",27,18,5080,"Wednesday",21:00:00,"LOCAL",19590,"NO",34,23,4,3,3,2,28,3
"684",21600844,"2016-17",2017-02-15,"LAL","PHX",22,16,5228,"Wednesday",21:00:00,"LOCAL",18055,"NO",17,19,0,0,0,0,36,0
"685",21600845,"2016-17",2017-02-15,"NYK","OKC",24,6,17700,"Wednesday",21:30:00,"ESPN",18203,"NO",31,23,1,0,0,1,15,17
"686",21600846,"2016-17",2017-02-15,"ATL","LAC",21,17,7214,"Wednesday",22:30:00,"LOCAL",19060,"NO",34,32,4,4,1,2,22,2
"687",21600847,"2016-17",2017-02-15,"SAC","GSW",34,13,23204,"Wednesday",22:30:00,"LOCAL",19596,"NO",46,24,4,3,2,1,32,4
"688",21600848,"2016-17",2017-02-16,"WAS","IND",24,55,13155,"Thursday",19:00:00,"LOCAL",17233,"NO",29,33,0,0,0,0,0,19
"689",21600849,"2016-17",2017-02-16,"BOS","CHI",45,29,25069,"Thursday",20:00:00,"TNT",21866,"NO",27,37,7,7,6,2,7,10
"690",21600850,"2016-17",2017-02-23,"POR","ORL",32,46,16203,"Thursday",19:00:00,"LOCAL",17487,"NO",21,23,4,4,3,2,14,9
"691",21600851,"2016-17",2017-02-23,"CHA","DET",27,65,12211,"Thursday",19:30:00,"LOCAL",14913,"OT",27,24,3,2,7,1,8,18
"692",21600852,"2016-17",2017-02-23,"HOU","NOP",38,28,37168,"Thursday",20:00:00,"LOCAL",18470,"NO",23,40,1,2,2,2,5,35
"693",21600854,"2016-17",2017-02-23,"LAC","GSW",21,10,34378,"Thursday",22:30:00,"TNT",19596,"NO",47,35,3,2,2,5,23,16
"694",21600855,"2016-17",2017-02-23,"DEN","SAC",32,26,9588,"Thursday",22:30:00,"LOCAL",17608,"NO",24,25,2,2,1,1,21,8
"695",21600857,"2016-17",2017-02-24,"MEM","IND",15,29,8724,"Friday",19:00:00,"LOCAL",17923,"NO",29,34,5,4,2,1,27,7
"696",21600858,"2016-17",2017-02-24,"BOS","TOR",38,46,24230,"Friday",20:00:00,"ESPN",19800,"NO",33,37,2,2,2,3,10,17
