"","Game_ID","Season","Game_Date","Away_Team","Home_Team","Rounded.Viewers"
"452",21600550,"2016-17","1/6/2017","MEM","GSW",44040
"453",21600551,"2016-17","1/6/2017","LAC","SAC",11385
"454",21600553,"2016-17","1/7/2017","NOP","BOS",13719
"455",21600554,"2016-17","1/7/2017","TOR","CHI",29158
"456",21600555,"2016-17","1/7/2017","DEN","OKC",17459
"457",21600556,"2016-17","1/7/2017","UTA","MIN",14727
"458",21600557,"2016-17","1/7/2017","ATL","DAL",8134
"459",21600558,"2016-17","1/7/2017","CHA","SAS",12815
"460",21600559,"2016-17","1/8/2017","DET","POR",17354
"461",21600560,"2016-17","1/8/2017","PHI","BKN",15482
"462",21600561,"2016-17","1/8/2017","MIA","LAC",14475
"463",21600562,"2016-17","1/8/2017","WAS","MIL",17491
"464",21600563,"2016-17","1/8/2017","HOU","TOR",26191
"465",21600565,"2016-17","1/8/2017","CLE","PHX",26980
"466",21600566,"2016-17","1/8/2017","GSW","SAC",31344
"467",21600567,"2016-17","1/8/2017","ORL","LAL",12844
"468",21600568,"2016-17","1/9/2017","NOP","NYK",20937
"469",21600569,"2016-17","1/9/2017","OKC","CHI",24980
"470",21600570,"2016-17","1/9/2017","DAL","MIN",15614
"471",21600571,"2016-17","1/10/2017","CHI","WAS",23240
"472",21600572,"2016-17","1/10/2017","BOS","TOR",20104
"473",21600573,"2016-17","1/10/2017","ATL","BKN",6802
"474",21600574,"2016-17","1/10/2017","CHA","HOU",18094
"475",21600575,"2016-17","1/10/2017","MIL","SAS",25773
"476",21600576,"2016-17","1/10/2017","CLE","UTA",32122
"477",21600577,"2016-17","1/10/2017","POR","LAL",13288
"478",21600578,"2016-17","1/10/2017","MIA","GSW",29024
"479",21600579,"2016-17","1/10/2017","DET","SAC",7928
"480",21600580,"2016-17","1/11/2017","NYK","PHI",31674
"481",21600582,"2016-17","1/11/2017","HOU","MIN",19790
"482",21600583,"2016-17","1/11/2017","WAS","BOS",12743
"483",21600584,"2016-17","1/11/2017","ORL","LAC",11320
"484",21600587,"2016-17","1/12/2017","CHI","NYK",28760
"485",21600588,"2016-17","1/12/2017","LAL","SAS",19917
"486",21600589,"2016-17","1/12/2017","IND","DEN",16412
"487",21600590,"2016-17","1/12/2017","DET","GSW",33819
"488",21600592,"2016-17","1/13/2017","BKN","TOR",12701
"489",21600595,"2016-17","1/13/2017","MEM","HOU",21550
"490",21600596,"2016-17","1/13/2017","OKC","MIN",21943
"491",21600597,"2016-17","1/13/2017","BOS","ATL",18851
"492",21600598,"2016-17","1/13/2017","ORL","POR",10438
"493",21600599,"2016-17","1/13/2017","CLE","SAC",25402
"494",21600601,"2016-17","1/14/2017","LAL","LAC",21440
"495",21600602,"2016-17","1/14/2017","NOP","CHI",20597
"496",21600604,"2016-17","1/14/2017","ORL","UTA",13190
"497",21600605,"2016-17","1/14/2017","SAS","PHX",24841
"498",21600606,"2016-17","1/15/2017","NYK","TOR",20779
"499",21600608,"2016-17","1/15/2017","MIN","DAL",17629
"500",21600609,"2016-17","1/15/2017","HOU","BKN",16884
"501",21600612,"2016-17","1/15/2017","DET","LAL",13972
"502",21600613,"2016-17","1/16/2017","ATL","NYK",28573
"503",21600614,"2016-17","1/16/2017","POR","WAS",12288
"504",21600615,"2016-17","1/16/2017","PHI","MIL",20415
"505",21600616,"2016-17","1/16/2017","NOP","IND",14409
"506",21600617,"2016-17","1/16/2017","ORL","DEN",10163
"507",21600619,"2016-17","1/16/2017","CLE","GSW",67876
"508",21600620,"2016-17","1/16/2017","UTA","PHX",11823
"509",21600621,"2016-17","1/16/2017","OKC","LAC",21838
"510",21600622,"2016-17","1/17/2017","TOR","BKN",11563
"511",21600624,"2016-17","1/17/2017","DAL","CHI",23052
"512",21600625,"2016-17","1/17/2017","MIN","SAS",24168
"513",21600626,"2016-17","1/17/2017","DEN","LAL",15236
"514",21600627,"2016-17","1/18/2017","TOR","PHI",21873
"515",21600629,"2016-17","1/18/2017","POR","CHA",6870
"516",21600630,"2016-17","1/18/2017","NYK","BOS",23562
"517",21600632,"2016-17","1/18/2017","MIL","HOU",17294
"518",21600633,"2016-17","1/18/2017","ATL","DET",6239
"519",21600634,"2016-17","1/18/2017","OKC","GSW",49122
"520",21600635,"2016-17","1/18/2017","IND","SAC",9391
"521",21600636,"2016-17","1/19/2017","PHX","CLE",25723
"522",21600637,"2016-17","1/19/2017","DAL","MIA",13456
"523",21600638,"2016-17","1/19/2017","WAS","NYK",18371
"524",21600640,"2016-17","1/19/2017","MIN","LAC",18802
"525",21600641,"2016-17","1/20/2017","POR","PHI",30951
"526",21600642,"2016-17","1/20/2017","TOR","CHA",12496
"527",21600644,"2016-17","1/20/2017","SAC","MEM",6810
"528",21600645,"2016-17","1/20/2017","BKN","NOP",7870
"529",21600646,"2016-17","1/20/2017","GSW","HOU",53185
"530",21600647,"2016-17","1/20/2017","CHI","ATL",11852
"531",21600648,"2016-17","1/20/2017","UTA","DAL",16126
"532",21600649,"2016-17","1/20/2017","IND","LAL",16709
"533",21600650,"2016-17","1/21/2017","POR","BOS",27444
"534",21600652,"2016-17","1/21/2017","BKN","CHA",7219
"535",21600654,"2016-17","1/21/2017","PHX","NYK",19380
"536",21600656,"2016-17","1/21/2017","HOU","MEM",12146
"537",21600657,"2016-17","1/21/2017","SAS","CLE",55304
"538",21600658,"2016-17","1/21/2017","LAC","DEN",5297
"539",21600659,"2016-17","1/21/2017","IND","UTA",5663
"540",21600660,"2016-17","1/21/2017","SAC","CHI",14895
"541",21600661,"2016-17","1/22/2017","GSW","ORL",32543
"542",21600662,"2016-17","1/22/2017","LAL","DAL",17749
"543",21600663,"2016-17","1/22/2017","PHX","TOR",14993
"544",21600664,"2016-17","1/22/2017","DEN","MIN",16224
"545",21600665,"2016-17","1/23/2017","WAS","CHA",10787
"546",21600666,"2016-17","1/23/2017","SAS","BKN",11031
"547",21600667,"2016-17","1/23/2017","LAC","ATL",9263
"548",21600668,"2016-17","1/23/2017","GSW","MIA",46626
"549",21600669,"2016-17","1/23/2017","SAC","DET",5052
"550",21600671,"2016-17","1/23/2017","CLE","NOP",27904
"551",21600672,"2016-17","1/23/2017","NYK","IND",14649
"552",21600674,"2016-17","1/24/2017","SAS","TOR",29043
"553",21600675,"2016-17","1/24/2017","LAC","PHI",14429
"554",21600677,"2016-17","1/24/2017","CHI","ORL",10458
"555",21600678,"2016-17","1/24/2017","UTA","DEN",9014
"556",21600679,"2016-17","1/24/2017","MIN","PHX",20164
"557",21600680,"2016-17","1/25/2017","SAC","CLE",40758
"558",21600682,"2016-17","1/25/2017","MIA","BKN",9898
"559",21600683,"2016-17","1/25/2017","ATL","CHI",11927
"560",21600684,"2016-17","1/25/2017","PHI","MIL",16768
"561",21600685,"2016-17","1/25/2017","TOR","MEM",11159
"562",21600686,"2016-17","1/25/2017","OKC","NOP",11310
"563",21600687,"2016-17","1/25/2017","GSW","CHA",29892
"564",21600688,"2016-17","1/25/2017","NYK","DAL",14459
"565",21600689,"2016-17","1/25/2017","LAL","POR",12839
"566",21600690,"2016-17","1/26/2017","DAL","OKC",21570
"567",21600691,"2016-17","1/26/2017","IND","MIN",13279
"568",21600694,"2016-17","1/27/2017","HOU","PHI",24550
"569",21600695,"2016-17","1/27/2017","BKN","CLE",22613
"570",21600696,"2016-17","1/27/2017","SAC","IND",17986
"571",21600697,"2016-17","1/27/2017","ORL","BOS",8809
"572",21600698,"2016-17","1/27/2017","MIL","TOR",11102
"573",21600699,"2016-17","1/27/2017","CHA","NYK",18121
"574",21600702,"2016-17","1/27/2017","WAS","ATL",5763
"575",21600705,"2016-17","1/28/2017","DET","MIA",11601
"576",21600708,"2016-17","1/28/2017","MEM","UTA",9988
"577",21600710,"2016-17","1/28/2017","BKN","MIN",8067
"578",21600712,"2016-17","1/29/2017","OKC","CLE",40517
"579",21600713,"2016-17","1/29/2017","HOU","IND",14996
"580",21600714,"2016-17","1/29/2017","WAS","NOP",7491
"581",21600715,"2016-17","1/29/2017","ORL","TOR",12914
"582",21600716,"2016-17","1/29/2017","PHI","CHI",15362
"583",21600717,"2016-17","1/29/2017","DAL","SAS",18170
"584",21600719,"2016-17","1/30/2017","BKN","MIA",9946
"585",21600721,"2016-17","1/30/2017","DET","BOS",14450
"586",21600722,"2016-17","1/30/2017","CLE","DAL",27001
"587",21600723,"2016-17","1/30/2017","MEM","PHX",9213
"588",21600724,"2016-17","1/31/2017","NYK","WAS",16789
"589",21600725,"2016-17","1/31/2017","NOP","TOR",20487
"590",21600726,"2016-17","1/31/2017","SAC","HOU",10859
"591",21600727,"2016-17","1/31/2017","OKC","SAS",25386
"592",21600728,"2016-17","1/31/2017","CHA","POR",7923
"593",21600729,"2016-17","1/31/2017","DEN","LAL",15440
"594",21600730,"2016-17","2/1/2017","IND","ORL",7858
"595",21600732,"2016-17","2/1/2017","TOR","BOS",23424
"596",21600733,"2016-17","2/1/2017","NYK","BKN",13195
"597",21600736,"2016-17","2/1/2017","PHI","DAL",9777
"598",21600737,"2016-17","2/1/2017","MEM","DEN",3954
"599",21600738,"2016-17","2/1/2017","MIL","UTA",6851
"600",21600739,"2016-17","2/1/2017","LAC","PHX",9117
"601",21600740,"2016-17","2/1/2017","CHI","OKC",16797
"602",21600741,"2016-17","2/1/2017","CHA","GSW",30412
"603",21600742,"2016-17","2/2/2017","LAL","WAS",19342
"604",21600744,"2016-17","2/2/2017","PHI","SAS",18428
"605",21600745,"2016-17","2/2/2017","GSW","LAC",36634
"606",21600746,"2016-17","2/3/2017","TOR","ORL",14976
"607",21600747,"2016-17","2/3/2017","IND","BKN",7137
"608",21600749,"2016-17","2/3/2017","CHI","HOU",28610
"609",21600750,"2016-17","2/3/2017","MEM","OKC",17918
"610",21600751,"2016-17","2/3/2017","LAL","BOS",17065
"611",21600753,"2016-17","2/3/2017","PHX","SAC",11094
"612",21600754,"2016-17","2/3/2017","DAL","POR",12838
"613",21600756,"2016-17","2/4/2017","ORL","ATL",7361
"614",21600757,"2016-17","2/4/2017","DET","IND",7563
"615",21600758,"2016-17","2/4/2017","PHI","MIA",13094
"616",21600761,"2016-17","2/4/2017","MIL","PHX",8639
"617",21600762,"2016-17","2/4/2017","DEN","SAS",11562
"618",21600763,"2016-17","2/4/2017","MEM","MIN",8816
"619",21600764,"2016-17","2/4/2017","GSW","SAC",44274
"620",21600765,"2016-17","2/5/2017","TOR","BKN",11827
"621",21600766,"2016-17","2/5/2017","LAC","BOS",26583
"622",21600768,"2016-17","2/6/2017","LAL","NYK",17419
"623",21600769,"2016-17","2/6/2017","CLE","WAS",50602
"624",21600770,"2016-17","2/6/2017","OKC","IND",15037
"625",21600771,"2016-17","2/6/2017","LAC","TOR",9900
"626",21600772,"2016-17","2/6/2017","UTA","ATL",5477
"627",21600774,"2016-17","2/6/2017","PHX","NOP",8205
"628",21600775,"2016-17","2/6/2017","MIA","MIN",11477
"629",21600776,"2016-17","2/6/2017","DAL","DEN",5923
"630",21600777,"2016-17","2/6/2017","SAS","MEM",15011
"631",21600779,"2016-17","2/7/2017","BKN","CHA",11001
"632",21600780,"2016-17","2/7/2017","ORL","HOU",12319
"633",21600781,"2016-17","2/7/2017","POR","DAL",18419
"634",21600782,"2016-17","2/8/2017","SAS","PHI",14124
"635",21600783,"2016-17","2/8/2017","CLE","IND",24548
"636",21600785,"2016-17","2/8/2017","DEN","ATL",5419
"637",21600786,"2016-17","2/8/2017","LAL","DET",6975
"638",21600787,"2016-17","2/8/2017","MIA","MIL",8281
"639",21600788,"2016-17","2/8/2017","PHX","MEM",3356
"640",21600789,"2016-17","2/8/2017","UTA","NOP",3898
"641",21600790,"2016-17","2/8/2017","TOR","MIN",10915
"642",21600792,"2016-17","2/8/2017","CHI","GSW",24105
"643",21600794,"2016-17","2/9/2017","HOU","CHA",13797
"644",21600795,"2016-17","2/9/2017","PHI","ORL",16605
"645",21600798,"2016-17","2/9/2017","BOS","POR",16537
"646",21600799,"2016-17","2/10/2017","MIA","BKN",12115
"647",21600800,"2016-17","2/10/2017","DEN","NYK",15551
"648",21600801,"2016-17","2/10/2017","SAS","DET",11719
"649",21600803,"2016-17","2/10/2017","GSW","MEM",31621
"650",21600804,"2016-17","2/10/2017","NOP","MIN",7659
"651",21600805,"2016-17","2/10/2017","IND","WAS",9483
"652",21600806,"2016-17","2/10/2017","ATL","SAC",12505
"653",21600807,"2016-17","2/10/2017","CHI","PHX",10508
"654",21600808,"2016-17","2/11/2017","LAC","CHA",19022
"655",21600809,"2016-17","2/11/2017","MIL","IND",13365
"656",21600810,"2016-17","2/11/2017","MIA","PHI",16035
"657",21600812,"2016-17","2/11/2017","PHX","HOU",9540
"658",21600813,"2016-17","2/11/2017","GSW","OKC",59381
"659",21600814,"2016-17","2/11/2017","ORL","DAL",5340
"660",21600815,"2016-17","2/11/2017","BOS","UTA",13700
"661",21600817,"2016-17","2/12/2017","SAS","NYK",32315
"662",21600818,"2016-17","2/12/2017","DET","TOR",18546
"663",21600819,"2016-17","2/12/2017","NOP","SAC",10158
"664",21600820,"2016-17","2/13/2017","OKC","WAS",12041
"665",21600821,"2016-17","2/13/2017","PHI","CHA",9719
"666",21600823,"2016-17","2/13/2017","ORL","MIA",7155
"667",21600824,"2016-17","2/13/2017","DET","MIL",4974
"668",21600825,"2016-17","2/13/2017","SAS","IND",16753
"669",21600826,"2016-17","2/13/2017","BOS","DAL",10662
"670",21600827,"2016-17","2/13/2017","GSW","DEN",27014
"671",21600828,"2016-17","2/13/2017","LAC","UTA",5341
"672",21600830,"2016-17","2/13/2017","ATL","POR",12381
"673",21600832,"2016-17","2/14/2017","CLE","MIN",26596
"674",21600833,"2016-17","2/14/2017","SAC","LAL",16627
"675",21600834,"2016-17","2/15/2017","SAS","ORL",9335
"676",21600836,"2016-17","2/15/2017","PHI","BOS",13893
"677",21600837,"2016-17","2/15/2017","CHA","TOR",8839
"678",21600838,"2016-17","2/15/2017","MIL","BKN",7882
"679",21600839,"2016-17","2/15/2017","DAL","DET",3689
"680",21600840,"2016-17","2/15/2017","NOP","MEM",6593
"681",21600841,"2016-17","2/15/2017","MIA","HOU",10389
"682",21600842,"2016-17","2/15/2017","MIN","DEN",7327
"683",21600843,"2016-17","2/15/2017","POR","UTA",5080
"684",21600844,"2016-17","2/15/2017","LAL","PHX",5228
"685",21600845,"2016-17","2/15/2017","NYK","OKC",17700
"686",21600846,"2016-17","2/15/2017","ATL","LAC",7214
"687",21600847,"2016-17","2/15/2017","SAC","GSW",23204
"688",21600848,"2016-17","2/16/2017","WAS","IND",13155
"689",21600849,"2016-17","2/16/2017","BOS","CHI",25069
"690",21600850,"2016-17","2/23/2017","POR","ORL",16203
"691",21600851,"2016-17","2/23/2017","CHA","DET",12211
"692",21600852,"2016-17","2/23/2017","HOU","NOP",37168
"693",21600854,"2016-17","2/23/2017","LAC","GSW",34378
"694",21600855,"2016-17","2/23/2017","DEN","SAC",9588
"695",21600857,"2016-17","2/24/2017","MEM","IND",8724
"696",21600858,"2016-17","2/24/2017","BOS","TOR",24230
"697",21600861,"2016-17","2/24/2017","LAL","OKC",17413
"698",21600862,"2016-17","2/24/2017","DAL","MIN",7685
"699",21600863,"2016-17","2/24/2017","MIA","ATL",5107
"700",21600865,"2016-17","2/24/2017","SAS","LAC",21157
"701",21600867,"2016-17","2/25/2017","ATL","ORL",10160
"702",21600868,"2016-17","2/25/2017","PHI","NYK",23020
"703",21600869,"2016-17","2/25/2017","IND","MIA",9402
"704",21600870,"2016-17","2/25/2017","NOP","DAL",18669
"705",21600871,"2016-17","2/25/2017","CHI","CLE",26299
"706",21600872,"2016-17","2/25/2017","MIN","HOU",14321
"707",21600873,"2016-17","2/25/2017","BKN","GSW",24948
"708",21600874,"2016-17","2/26/2017","SAS","LAL",18260
"709",21600875,"2016-17","2/26/2017","PHX","MIL",14179
"710",21600876,"2016-17","2/26/2017","MEM","DEN",8559
"711",21600877,"2016-17","2/26/2017","UTA","WAS",11508
"712",21600879,"2016-17","2/26/2017","BOS","DET",13537
"713",21600880,"2016-17","2/26/2017","NOP","OKC",27006
"714",21600881,"2016-17","2/26/2017","CHA","LAC",16621
"715",21600882,"2016-17","2/27/2017","TOR","NYK",18882
"716",21600884,"2016-17","2/27/2017","MIL","CLE",21220
"717",21600885,"2016-17","2/27/2017","ATL","BOS",12354
"718",21600886,"2016-17","2/27/2017","IND","HOU",13058
"719",21600887,"2016-17","2/27/2017","MIA","DAL",10544
"720",21600888,"2016-17","2/27/2017","MIN","SAC",6842
"721",21600889,"2016-17","2/28/2017","GSW","WAS",42982
"722",21600891,"2016-17","2/28/2017","DEN","CHI",9949
"723",21600892,"2016-17","2/28/2017","PHX","MEM",6750
"724",21600893,"2016-17","2/28/2017","UTA","OKC",19062
"725",21600894,"2016-17","2/28/2017","CHA","LAL",15020
"726",21600895,"2016-17","3/1/2017","NYK","ORL",13076
"727",21600896,"2016-17","3/1/2017","WAS","TOR",10693
"728",21600897,"2016-17","3/1/2017","DAL","ATL",7525
"729",21600898,"2016-17","3/1/2017","PHI","MIA",6007
"730",21600900,"2016-17","3/1/2017","DET","NOP",6458
"731",21600901,"2016-17","3/1/2017","CLE","BOS",36357
"732",21600902,"2016-17","3/1/2017","IND","SAS",20725
"733",21600903,"2016-17","3/1/2017","MIN","UTA",5964
"734",21600904,"2016-17","3/1/2017","HOU","LAC",15278
"735",21600905,"2016-17","3/1/2017","BKN","SAC",7065
"736",21600906,"2016-17","3/2/2017","GSW","CHI",38570
"737",21600907,"2016-17","3/2/2017","CHA","PHX",8746
"738",21600912,"2016-17","3/3/2017","LAC","MIL",12701
"739",21600913,"2016-17","3/3/2017","CLE","ATL",27145
"740",21600914,"2016-17","3/3/2017","MEM","DAL",8013
"741",21600916,"2016-17","3/3/2017","OKC","PHX",13632
"742",21600917,"2016-17","3/3/2017","SAS","NOP",23763
"743",21600918,"2016-17","3/3/2017","BOS","LAL",12384
"744",21600919,"2016-17","3/4/2017","DET","PHI",12432
"745",21600920,"2016-17","3/4/2017","TOR","MIL",13738
"746",21600921,"2016-17","3/4/2017","CLE","MIA",24040
"747",21600922,"2016-17","3/4/2017","LAC","CHI",16113
"748",21600923,"2016-17","3/4/2017","CHA","DEN",4916
"749",21600924,"2016-17","3/4/2017","MEM","HOU",10697
"750",21600926,"2016-17","3/4/2017","BKN","POR",6936
"751",21600928,"2016-17","3/5/2017","GSW","NYK",45639
"752",21600929,"2016-17","3/5/2017","BOS","PHX",22477
"753",21600930,"2016-17","3/5/2017","ORL","WAS",16014
"754",21600931,"2016-17","3/5/2017","UTA","SAC",16527
"755",21600932,"2016-17","3/5/2017","OKC","DAL",15904
"756",21600933,"2016-17","3/5/2017","NOP","LAL",13886
"757",21600934,"2016-17","3/6/2017","MIL","PHI",7353
"758",21600935,"2016-17","3/6/2017","NYK","ORL",9399
"759",21600936,"2016-17","3/6/2017","MIA","CLE",27729
"760",21600937,"2016-17","3/6/2017","GSW","ATL",26031
"761",21600938,"2016-17","3/6/2017","CHI","DET",6633
"762",21600939,"2016-17","3/6/2017","BKN","MEM",5853
"763",21600940,"2016-17","4/3/2017","POR","MIN",16527
"764",21600941,"2016-17","3/6/2017","IND","CHA",3388
"765",21600943,"2016-17","3/6/2017","SAC","DEN",3105
"766",21600944,"2016-17","3/6/2017","NOP","UTA",7866
"767",21600945,"2016-17","3/6/2017","BOS","LAC",15660
"768",21600946,"2016-17","3/7/2017","POR","OKC",23174
"769",21600947,"2016-17","3/7/2017","LAL","DAL",14446
"770",21600948,"2016-17","3/7/2017","WAS","PHX",12413
"771",21600950,"2016-17","3/8/2017","BKN","ATL",9101
"772",21600952,"2016-17","3/8/2017","NYK","MIL",9574
"773",21600953,"2016-17","3/8/2017","TOR","NOP",10482
"774",21600954,"2016-17","3/8/2017","UTA","HOU",13142
"775",21600956,"2016-17","3/8/2017","DET","IND",3539
"776",21600957,"2016-17","3/8/2017","SAC","SAS",13095
"777",21600958,"2016-17","3/8/2017","WAS","DEN",6175
"778",21600960,"2016-17","3/9/2017","CLE","DET",26288
"779",21600961,"2016-17","3/9/2017","LAC","MEM",8117
"780",21600963,"2016-17","3/9/2017","PHI","POR",12052
"781",21600964,"2016-17","3/9/2017","LAL","PHX",9533
"782",21600965,"2016-17","3/10/2017","ORL","CHA",9250
"783",21600966,"2016-17","3/10/2017","HOU","CHI",14459
"784",21600967,"2016-17","3/10/2017","IND","MIL",7727
"785",21600968,"2016-17","3/10/2017","GSW","MIN",41387
"786",21600969,"2016-17","3/10/2017","TOR","ATL",7662
"787",21600970,"2016-17","3/10/2017","BOS","DEN",12743
"788",21600971,"2016-17","3/10/2017","BKN","DAL",8136
"789",21600972,"2016-17","3/10/2017","WAS","SAC",11538
"790",21600973,"2016-17","3/11/2017","UTA","OKC",20125
"791",21600974,"2016-17","3/11/2017","PHI","LAC",13948
"792",21600975,"2016-17","3/11/2017","NYK","DET",14358
"793",21600976,"2016-17","3/11/2017","NOP","CHA",17520
"794",21600977,"2016-17","3/11/2017","CLE","ORL",23301
"795",21600978,"2016-17","3/11/2017","MIN","MIL",14212
"796",21600979,"2016-17","3/11/2017","TOR","MIA",10014
"797",21600980,"2016-17","3/11/2017","GSW","SAS",29078
"798",21600981,"2016-17","3/11/2017","ATL","MEM",4349
"799",21600982,"2016-17","3/11/2017","PHX","DAL",10750
"800",21600983,"2016-17","3/11/2017","WAS","POR",17328
"801",21600984,"2016-17","3/11/2017","DEN","SAC",4642
"802",21600985,"2016-17","3/12/2017","CHI","BOS",21697
"803",21600986,"2016-17","3/12/2017","NYK","BKN",16531
"804",21600987,"2016-17","3/12/2017","MIA","IND",15231
"805",21600988,"2016-17","3/12/2017","POR","PHX",7398
"806",21600989,"2016-17","3/12/2017","CLE","HOU",33710
"807",21600990,"2016-17","3/12/2017","PHI","LAL",16709
"808",21600991,"2016-17","3/13/2017","CHI","CHA",13419
"809",21600993,"2016-17","3/13/2017","MIL","MEM",6879
"810",21600994,"2016-17","3/13/2017","ATL","SAS",16986
"811",21600995,"2016-17","3/13/2017","WAS","MIN",12244
"812",21600996,"2016-17","3/13/2017","LAC","UTA",13101
"813",21600997,"2016-17","3/13/2017","ORL","SAC",5698
"814",21600999,"2016-17","3/14/2017","DET","CLE",20246
"815",21601000,"2016-17","3/14/2017","OKC","BKN",19379
"816",21601001,"2016-17","3/14/2017","IND","NYK",11284
"817",21601002,"2016-17","3/14/2017","POR","NOP",11618
"818",21601003,"2016-17","3/14/2017","PHI","GSW",34599
"819",21601004,"2016-17","3/15/2017","DAL","WAS",13848
"820",21601005,"2016-17","3/15/2017","CHA","IND",4995
"821",21601007,"2016-17","3/15/2017","NOP","MIA",10656
"822",21601008,"2016-17","3/15/2017","UTA","DET",4226
"823",21601009,"2016-17","3/15/2017","MEM","CHI",8691
"824",21601010,"2016-17","3/15/2017","LAL","HOU",9185
"825",21601011,"2016-17","3/15/2017","POR","SAS",17515
"826",21601012,"2016-17","3/15/2017","SAC","PHX",6064
"827",21601013,"2016-17","3/15/2017","MIL","LAC",15238
"828",21601014,"2016-17","3/16/2017","UTA","CLE",26869
"829",21601015,"2016-17","3/16/2017","OKC","TOR",16353
"830",21601016,"2016-17","3/16/2017","BKN","NYK",12912
"831",21601017,"2016-17","3/16/2017","MEM","ATL",6019
"832",21601018,"2016-17","3/16/2017","LAC","DEN",10785
"833",21601019,"2016-17","3/16/2017","ORL","GSW",20637
"834",21601021,"2016-17","3/17/2017","CHI","WAS",15554
"835",21601023,"2016-17","3/17/2017","TOR","DET",7728
"836",21601024,"2016-17","3/17/2017","HOU","NOP",15837
"837",21601025,"2016-17","3/17/2017","MIN","MIA",10845
"838",21601026,"2016-17","3/17/2017","ORL","PHX",7734
"839",21601027,"2016-17","3/17/2017","MIL","LAL",14126
"840",21601028,"2016-17","3/18/2017","SAC","OKC",15023
"841",21601029,"2016-17","3/18/2017","POR","ATL",11927
"842",21601030,"2016-17","3/18/2017","WAS","CHA",12870
"843",21601031,"2016-17","3/18/2017","CLE","LAC",24411
"844",21601032,"2016-17","3/18/2017","UTA","CHI",9467
"845",21601033,"2016-17","3/18/2017","SAS","MEM",15514
"846",21601035,"2016-17","3/18/2017","MIL","GSW",27168
"847",21601037,"2016-17","3/19/2017","BOS","PHI",15867
"848",21601038,"2016-17","3/19/2017","PHX","DET",8795
"849",21601039,"2016-17","3/19/2017","MIN","NOP",11856
"850",21601040,"2016-17","3/19/2017","IND","TOR",7543
"851",21601041,"2016-17","3/19/2017","POR","MIA",11244
"852",21601043,"2016-17","3/19/2017","CLE","LAL",26959
"853",21601045,"2016-17","3/20/2017","PHI","ORL",11759
"854",21601047,"2016-17","3/20/2017","WAS","BOS",13865
"855",21601049,"2016-17","3/20/2017","GSW","OKC",38497
"856",21601050,"2016-17","3/20/2017","NYK","LAC",12405
"857",21601051,"2016-17","3/21/2017","CHI","TOR",24853
"858",21601052,"2016-17","3/21/2017","DET","BKN",8052
"859",21601053,"2016-17","3/21/2017","PHX","MIA",6735
"860",21601054,"2016-17","3/21/2017","MEM","NOP",7692
"861",21601055,"2016-17","3/21/2017","GSW","DAL",22446
"862",21601056,"2016-17","3/21/2017","SAS","MIN",16047
"863",21601058,"2016-17","3/21/2017","LAC","LAL",9467
"864",21601059,"2016-17","3/22/2017","CHA","ORL",7160
"865",21601060,"2016-17","3/22/2017","IND","BOS",13317
"866",21601061,"2016-17","3/22/2017","DET","CHI",6898
"867",21601062,"2016-17","3/22/2017","PHI","OKC",10737
"868",21601063,"2016-17","3/22/2017","ATL","WAS",9296
"869",21601064,"2016-17","3/22/2017","CLE","DEN",20252
"870",21601065,"2016-17","3/22/2017","MIL","SAC",6407
"871",21601066,"2016-17","3/22/2017","NYK","UTA",10341
"872",21601067,"2016-17","3/23/2017","PHX","BKN",7114
"873",21601068,"2016-17","3/23/2017","TOR","MIA",12977
"874",21601069,"2016-17","3/23/2017","LAC","DAL",16066
"875",21601070,"2016-17","3/23/2017","MEM","SAS",13274
"876",21601071,"2016-17","3/23/2017","NYK","POR",7972
"877",21601072,"2016-17","3/24/2017","BKN","WAS",6041
"878",21601073,"2016-17","3/24/2017","CLE","CHA",24012
"879",21601074,"2016-17","3/24/2017","DET","ORL",3033
"880",21601075,"2016-17","3/24/2017","DEN","IND",7227
"881",21601076,"2016-17","3/24/2017","PHX","BOS",16590
"882",21601077,"2016-17","3/24/2017","PHI","CHI",7666
"883",21601078,"2016-17","3/24/2017","ATL","MIL",11969
"884",21601079,"2016-17","3/24/2017","NOP","HOU",14684
"885",21601080,"2016-17","3/24/2017","MIN","LAL",14580
"886",21601081,"2016-17","3/24/2017","SAC","GSW",21119
"887",21601082,"2016-17","3/25/2017","UTA","LAC",14202
"888",21601083,"2016-17","3/25/2017","WAS","CLE",35369
"889",21601084,"2016-17","3/25/2017","TOR","DAL",10428
"890",21601085,"2016-17","3/25/2017","NYK","SAS",14074
"891",21601086,"2016-17","3/25/2017","MIN","POR",9721
"892",21601088,"2016-17","3/26/2017","BKN","ATL",9788
"893",21601089,"2016-17","3/26/2017","SAC","LAC",14415
"894",21601091,"2016-17","3/26/2017","OKC","HOU",28523
"895",21601092,"2016-17","3/26/2017","PHI","IND",5775
"896",21601093,"2016-17","3/26/2017","MIA","BOS",18792
"897",21601094,"2016-17","3/26/2017","MEM","GSW",25033
"898",21601095,"2016-17","3/26/2017","NOP","DEN",6276
"899",21601096,"2016-17","3/26/2017","POR","LAL",8899
"900",21601097,"2016-17","3/27/2017","ORL","TOR",7078
"901",21601098,"2016-17","3/27/2017","DET","NYK",7226
"902",21601099,"2016-17","3/27/2017","CLE","SAS",33443
"903",21601101,"2016-17","3/27/2017","MEM","SAC",7393
"904",21601102,"2016-17","3/27/2017","NOP","UTA",8265
